"gene","variance","mean_expr"
"CYP2B7P",11.3964353575959,6.63362598055616
"HAO1",11.3876913563435,2.74354880604357
"SAA2",11.370638519258,7.79736165905936
"MBL2",11.3505055917769,3.38867499744832
"IGHV4-59",11.3386977046334,6.89637737842855
"WISP1-OT1",11.3201513095213,4.40633142214572
"IGHV5-51",11.3123543857609,6.42269424324146
"RPL21P75",11.306321551015,4.47870444800978
"IGHV4-31",11.2866710817259,5.3671139388803
"AADAC",11.2834251092005,5.27433117471362
"ITIH2",11.2772771697625,5.63379515399292
"SNX19P3",11.276444085083,4.15940948578505
"INA",11.2764313906113,4.51531256075932
"MUC5B",11.2697490276748,10.8161108105884
"MMP3",11.2682711932464,6.26860921686344
"IGHV3-11",11.2451689299924,6.21344468373203
"GIMAP1-GIMAP5",11.2252184255151,5.8488740072187
"NCAN",11.2240533927612,4.15471079255059
"IGLV3-10",11.2057716922364,4.01147794359406
"IRX4",11.2021892340906,5.53912477214687
"MS4A1",11.198277304078,5.97497004778608
"PRSS33",11.1905886106814,3.15045300212246
"IGLV3-19",11.1684952711147,6.62055097122621
"GPR12",11.1653888855587,4.97366563619946
"CALB2",11.1588449023188,7.34309750896669
"CPB1",11.1442177892191,5.18025185240615
"ZIC4",11.1354859166527,5.33586119169937
"ZNF716",11.131364650173,3.36751209825599
"APOA5",11.1140122210614,3.15857459239502
"SNORD15A",11.1097239146938,6.94244612596408
"SNORA45A",11.1093154952136,8.93728345160176
"SCGB3A1",11.1061571668325,5.17879627991904
"RBP4",11.0964628461964,7.28737109914302
"ANKRD30BP1",11.0963981457331,3.78560913957182
"CTD-2545M3.2",11.0947818307778,5.77531082569269
"AC008268.1",11.0880778473555,3.94347053262376
"ST8SIA3",11.0761094877469,4.17812220369057
"LINC00645",11.0743468262826,4.32874303615889
"TAT",11.0300743559842,6.69001229368313
"LINC00261",11.0267534096362,3.75033772908221
"IGHV2-70",11.0159849103545,4.65160670167314
"GFAP",11.0133264536784,5.81855372768521
"CFHR5",11.0053638765072,3.03533560845723
"RP11-463O12.3",10.9902151178112,2.2782993645726
"LEMD1",10.9758789793212,3.74823049067644
"DEFB1",10.9743294873972,5.27609713759725
"CTD-2036P10.3",10.9703874104859,4.7441392542527
"IGLV1-44",10.9673807750022,5.75870024517937
"IGHV3-21",10.966735509836,6.79292156588076
"GJB1",10.954214194624,5.03599989532256
"ARMCX7P",10.9458446502026,5.38507248753402
"SLCO1B1",10.9436497041934,2.7016752165339
"SIM1",10.9405063514966,5.80963490783504
"FCRL5",10.9379101464003,7.37233321174308
"AC005538.3",10.9222373618616,4.04929761244117
"DES",10.9165371798291,6.92576693224181
"IGHV3-23",10.8966788912734,7.70604680808084
"DNER",10.8957172153376,5.82996520828572
"RP11-557C9.1",10.8814324219858,3.55483474100194
"PLG",10.8696618719688,6.0872518915571
"TNFRSF6B",10.8546229089663,1.88663585844978
"DPP10",10.8505579979755,4.96892224679095
"FBN3",10.8434571588911,6.3193202464023
"AARD",10.8310852165264,9.86836523535909
"IGLV2-14",10.8289438630478,7.68034809489084
"IGHV3-7",10.8131744543298,5.94947148165013
"AP003900.6",10.7961374231414,2.95472698443751
"SLC25A47",10.7926440358161,3.04100896736543
"RP11-471M2.3",10.7921003859799,3.54503397665828
"AKR1B10",10.7890306950069,4.68855023765607
"IGHG3",10.7830692012073,9.08571892652762
"MAGEA9",10.7704295322622,3.44824797223569
"AFM",10.7700144075163,2.31723886816445
"GATA3-AS1",10.7622622400615,5.82286248915705
"RP11-386G11.10",10.760144533419,5.843279214118
"SLC30A8",10.7592140188512,5.60144867930756
"MUC5AC",10.7572421424658,5.34622526176615
"RP11-311C24.1",10.7409653697415,2.15680312771927
"OR4K7P",10.7386658777298,2.71482736726609
"HPD",10.7362557721418,5.03939112983902
"CGA",10.7262541381391,3.59429886061052
"IGKV1-17",10.7237062442767,5.70512439913939
"GRAMD4P8",10.7171921971127,4.41239237869535
"IGLV1-40",10.7040874249199,6.23521782120622
"AADACL2",10.7038263378833,4.26626142943675
"MOG",10.6987774295289,3.9479329758766
"UNC5D",10.6797356522738,4.254593910961
"DCD",10.6779939288875,2.28299314756369
"LINC00355",10.665695264917,2.9829439987055
"CSPG4P5",10.6591829277615,2.29531245552821
"CYP4F30P",10.6527138985116,6.27898773796679
"RP11-1006G14.4",10.6507845908488,2.86558853093227
"LTF",10.6406522218757,9.66810132912305
"IGKV1-27",10.6259546764024,5.36384218126998
"SNORA24",10.6178953196843,8.3779952470366
"RP5-857K21.7",10.6177553654432,5.40012787504449
"MFAP5",10.6081839243982,8.50302906189534
"EIF3S5P1",10.593029240601,3.31372756005824
"NBPF4",10.5866309803026,4.94250351986266
"KCNA1",10.5621685247953,5.37157652300743
"TRPM8",10.5482400713677,5.37956610499389
"ACTG2",10.5472782461361,8.96751028117242
"SCGB2A1",10.5429835770831,5.23993263263343
"IGLV1-47",10.540439122816,5.35644799359065
"OPRK1",10.5361860166873,5.30780860220161
"RP11-81K13.1",10.5311319164312,3.34261830630333
"MMP1",10.5043527227188,7.08082611867395
"EMX2OS",10.4895876461464,6.60450053966437
"RP3-430N8.11",10.4672872399586,2.65256372354153
"SNORA4",10.4639304961947,3.63816618911658
"IGHV3-48",10.458532198921,4.95823852202982
"GABRA3",10.4567420278377,4.42556042699031
"RP11-433A19.2",10.454265072583,4.75714143475033
"GABBR2",10.4465923164718,5.29667676790827
"CLVS2",10.4453830575598,4.34207210409841
"RGR",10.4419498277169,3.63191648574652
"TBC1D3D",10.4292670546458,2.98094073129587
"BEX1",10.4251511756713,4.51745761716623
"RN7SL471P",10.4238100581365,7.25870730483852
"CH17-258A22.4",10.4100267494327,7.29551868801335
"RP11-977G19.10",10.3990716431542,4.70751468736253
"AC093375.1",10.3956505359451,6.47300730884475
"RP11-263K19.6",10.3944925653649,2.13165079847983
"POTEI",10.391357372752,8.89279073244528
"DYX1C1-CCPG1",10.3849000275661,4.78335810244482
"UGT1A3",10.3844153871029,2.60250361390288
"RNU1-88P",10.3838828086833,4.68687653530757
"MUC19",10.3796466343354,6.56019242978328
"CYP8B1",10.3781123417212,6.66143868755406
"ATP13A5",10.3772334070077,6.7114208329595
"SDR16C5",10.3747481859987,7.32382214789136
"IGHV3-30",10.3735996078245,7.43705738736623
"TBX5",10.3595653750346,5.48804289409252
"IRX1",10.3578436376217,4.8581890162997
"TUSC5",10.3411310572828,4.45610127886217
"CTB-96E2.7",10.3372136416001,3.89924845192908
"RP11-706O15.7",10.3363415643961,2.58721983881134
"KRT1",10.3351393313369,3.42085534855503
"CPN2",10.3299912776874,4.39895149818736
"IGHV1-2",10.3224402322081,5.99349424191963
"S100A7A",10.3213676328101,4.23994853495384
"RP11-527H14.4",10.3164543986729,3.17389665371772
"RP11-138C9.1",10.3148298008172,3.64965286016004
"SOSTDC1",10.3076706849,5.596699767865
"UGT2B7",10.3035275402724,3.99438794339494
"CP",10.2949808990918,11.7071312620421
"ITIH3",10.2811167751065,6.91142748418461
"AC132217.4",10.2593075455542,4.03642175876474
"COMMD3-BMI1",10.2546339644734,7.24630487533249
"OLFM3",10.2515307899653,3.3415810695447
"IGLC1",10.2488574894104,8.95729578083661
"C3P1",10.2311574251655,2.30949394801495
"GDA",10.2235412339574,5.25925695987271
"RP11-362F19.1",10.2228100126255,5.60364510707296
"SNORD3B-2",10.2214118653635,12.0317962666651
"GABRQ",10.2214051748834,5.62632547512225
"RP5-1180E21.5",10.1830296765592,2.18338166056574
"ZFP57",10.1785295324569,5.15832081440584
"CNTNAP4",10.1721598822251,4.29168763063819
"GSDMC",10.1623358623054,7.92546201701613
"PMP2",10.140091603716,4.28732063528411
"SYT14",10.1310335186444,5.32353587491561
"HOXA11",10.1193133741453,4.4299224152948
"SNORD16",10.115483550873,3.18943517132513
"IGJ",10.1138430817354,9.28352665746826
"TVP23C-CDRT4",10.0993554655231,7.5635327074799
"IGHV4-61",10.0891703149957,5.89173772762922
"SNORA72",10.082167855077,7.29516853105661
"FOXI1",10.0807899175085,5.58652868434569
"SYT13",10.0761539600852,8.18745923027661
"CYP24A1",10.0755782921766,5.30406518189508
"UGT8",10.0726097856082,7.71212678094423
"KRT4",10.0634825073294,4.71410127946997
"CYP4F62P",10.06208612885,3.69805503651406
"GLRA3",10.0618524229243,4.8788595287628
"MIRLET7DHG",10.0606235939509,2.5834754011795
"MAGEA11",10.0557449281278,3.21096321205874
"RP11-817J15.2",10.0467220289395,2.94403175100813
"GSG1L",10.0367297443201,4.30086427019492
"SPINK1",10.0263161941104,4.62319291824287
"CFHR4",10.0193053039029,3.15400966204188
"KIAA0125",10.0127343654037,6.59170659918111
"LINC01291",9.99873420434049,6.34444213859429
"RP11-463D19.2",9.9973463838881,5.24133725064343
"GABRG2",9.9944314008508,2.62488154218847
"WDR72",9.99236874517836,6.25379516085509
"BPIFB1",9.99198971737002,5.90553201159094
"SPINK5",9.98567513971929,5.22719693396015
"CTD-2199O4.3",9.9835006141079,5.00007150346036
"BARX1",9.97334489112558,4.15750621468847
"CDSN",9.97089555064075,3.85116877811156
"IGHA1",9.96860356039592,10.4278080496052
"AC011330.5",9.9612350368991,6.6085935720794
"RP11-1151B14.3",9.95670297626813,3.41869355263178
"RAD17P1",9.95244749220667,5.31469206796471
"FDPSP2",9.94939720881381,3.48679724541021
"MUC13",9.94363447544368,4.29717974715011
"IGLV8-61",9.94249726387579,4.15501436881381
"RP11-1220K2.2",9.93901948717986,6.78188310453568
"IGHV3-15",9.92758730590928,5.92102108815451
"PRSS21",9.92478349708576,4.19635215869183
"RP11-574F21.3",9.91887662650737,4.75932461571035
"TNNT1",9.91623530626211,7.46951065009484
"IGKV1-16",9.90986439291505,5.58037348547793
"IGHA2",9.90753080212841,7.90478135182391
"MUC2",9.90196097851198,4.32370139049099
"CYP4F2",9.90063039021181,2.9373014460877
"SFTPA2",9.8919851699149,5.14733638337405
"RP11-27M24.1",9.88152008977269,2.1446495278394
"DKK1",9.86230817657898,5.95227367595708
"ZBTB45P1",9.8572663394853,4.89395763742853
"F11",9.84684101339064,2.91486674565154
"LGALS7B",9.83714939610942,2.98859533245562
"DHRS2",9.83526369648819,7.6965647869105
"UGT3A1",9.83235937273218,3.9665196085536
"AMER3",9.82795793311737,3.12036284351013
"IGLV6-57",9.82614768520975,5.22568121475204
"SNORA70",9.82506729705374,10.5334621931907
"IGKV1-6",9.81482846487777,4.85664146523349
"DMBT1",9.80921952538825,5.39206506316114
"OPRM1",9.77512494424158,3.34349869569059
"IGHGP",9.77279354294667,6.79617776552665
"SERPINB4",9.77005552648327,2.66232309012377
"KCNQ2",9.76825272442348,4.04506844389978
"PTPRZ1",9.76680769103769,7.35372220202659
"IGLV2-11",9.75054670526549,6.49529448541928
"REXO1L1P",9.75051608588137,5.22187130230301
"CERS6-AS1",9.74850390943001,4.17521348430508
"AC007283.5",9.74566860439067,3.70821036433328
"NEFL",9.7432874756656,3.82437402316746
"RP11-497H16.5",9.74155327197699,4.87723584009593
"MT1H",9.73978754850591,3.68993017904997
"SFRP1",9.73770411167828,11.0763817650271
"IGKV1-8",9.73333539541223,5.29873922752315
"SLC6A10P",9.72321509243706,4.18860401269941
"KCNV1",9.71905136479876,3.9581627006563
"IKBKGP1",9.7183889559989,3.80968582081821
"RP11-770J1.5",9.70267648512337,5.2701789910471
"RP11-6N17.6",9.70000967218587,3.45274206122963
"SLC30A10",9.69140680651344,4.44212309329907
"GP1BB",9.68895649828488,4.34179643762335
"SMYD1",9.6875322530427,3.98955304372524
"CSMD3",9.68156013349614,5.3552000894673
"ABCC12",9.67880439946724,4.88688577342498
"VTN",9.67169770285475,7.18746679516184
"RP11-369J21.12",9.66833254536968,4.65761999453374
"NDP",9.66157139288261,4.28352128293699
"CPB2",9.65354282037103,4.6066135317344
"RP11-298P3.4",9.65034463524785,2.66397002321938
"SCGN",9.6449752552525,2.97753416532055
"SLC13A5",9.62813031758937,5.6020366852608
"FAR2P1",9.62799364786276,8.43038219327949
"IGKV1-9",9.62675724662876,5.91954154386215
"XAGE1B",9.62368841991092,2.38046349691184
"RP11-290L1.3",9.60744001481232,1.83850829723762
"LUZP6",9.59897008002312,3.29679344355216
"CHL1",9.59712309048784,9.03189101085992
"C7",9.59050433160813,10.6987829728544
"KRT83",9.58063264752124,3.71220507521439
"AC006547.8",9.57833378049632,2.21673819331046
"SNORA18",9.57660699589028,7.9596617504148
"MYT1L",9.5689326283102,3.96373178787454
