interaction;name
RP11-989E6.10;EIF4BP4
IGLV2-14;IGKV2-24
INHBC;PRODH2
SNORD116-6;SNORD116-26
CFHR3;CFHR1
RP11-313C15.1;KCNB2
AC105921.5;ERBB4
RP11-488I20.9;LINC00442
HHLA1;RP4-668E10.4
SNORD118;SNORA18
IGKC;IGKV2-24
G6PC;CYP4A11
IGHG3;IGKV2-24
LINC00473;LINC00602
RP11-117L5.1;LRRTM1
UGT3A1;PRODH2
APOB;UGT1A4
LINC00320;SBF1P1
SNORD22;SNORA57
LINC01289;MYT1L-AS1
KB-1552D7.2;TDRD15
RP11-496I2.2;AP000525.10
LL22NC03-22D1.1;EIF4BP4
IGHV4-59;IGHV1-2
CTD-2651B20.6;CTD-2651B20.7
C8B;UGT1A4
RP11-566K19.12;AC073869.8
RP11-442N1.2;ERICH3-AS1
CPA3;TPSB2
HTN1;AC073869.8
IGHA2;IGHV1-46
SNORA10;SNORA57
OR13C7;OR2S1P
IGLV1-51;IGKV2-24
ANKRD30BP2;RP11-544D21.2
KRT17;KRT5
CTD-2384A14.1;PDCL3P3
C1orf141;NEUROD1
CTC-497E21.3;RASSF10
HAO1;PRODH2
RP11-143A12.3;EIF4BP4
HOXC11;HOTAIR
IGHA1;IGHV1-46
SLC38A4;SLCO1B3
POTEC;SNX19P3
AC114776.3;NEUROD1
LECT2;BHMT
ZCCHC16;TOPAZ1
LA16c-60D12.1;RP13-580B18.4
RP11-17A4.2;LINC00968
PPP1R17;GJD2
CFHR2;UGT1A4
TTR;C3P1
RNY4;SNORA76A
KLK6;KRT16
CTD-2207A17.1;NEUROD1
PSG9;PSG5
LINC00261;UGT1A4
MAGEA3;CSAG1
IGKV3D-20;IGLV2-23
PROC;C3P1
CDR1;LINC00632
CHRM3-AS2;CHRM3
RP11-45K10.2;AC073869.8
CTD-2311B13.1;POTEH
LINC01320;RP11-372E1.4
MAGEA2;RP11-366F6.2
KNCN;AC073869.8
PKLR;FETUB
KB-1410C5.2;AC073869.8
KLK6;CTB-147C22.8
SPATA31D5P;AC009313.2
RP11-436K8.1;KNCN
SNX18P5;ANKRD20A7P
ASGR1;PRODH2
FGF4;MTND2P7
IGLV1-47;IGHV3-48
DIO3OS;DIO3
DPYS;PRODH2
CTD-2147F2.2;MCHR2
GPRIN2;VGLL1
RP11-554I8.2;LINC00707
C9orf152;SLC44A4
FCRL5;TNFRSF13B
HNF4A;UGT1A4
ZBED2;TIGIT
ABCC11;ABCC12
RP11-475J5.5;MTND2P7
EIF4BP4;RP11-593P24.2
IGHV1-69;IGHV1-69-2
DLGAP1-AS5;DLGAP1
IGLV1-40;IGHV1-46
PROX1;PROX1-AS1
OR8B2;OR8B5P
PABPC1P11;SH3GL2
AFM;ALDOB
CRX;MTND2P7
CPB2;PRODH2
IGLL5;IGHV1-2
RP11-81M19.1;AC073869.8
TDGF1P3;RP11-36D19.9
SNTG2;AC116614.1
ITIH3;C3P1
OR4N3P;PDCL3P3
FOXA1;AGR2
MT-RNR1;MTRNR2L12
SNORD116-9;SNORD116-26
SNORD116-3;SNORD116-26
IGFBP1;CPN1
SCARNA18;SNORA27
DNAJB3;UGT1A4
RP11-471M2.3;LINC00397
DCAF8L2;FAM9C
SELP;ACKR1
KLRG2;KRT23
ITIH3;C6
AC003973.3;BNIP3P28
HERC2P8;RP11-586K12.2
RP3-341O5.3;EIF4BP4
IGHV3-33;IGHV1-2
AC011343.1;RP11-372E1.4
RP11-67H2.1;AC073869.8
MLPH;SPDEF
RP11-566K19.7;EIF4BP4
SNORD116-1;SNORD116-26
SNORA26;SNORA57
TLX1;TLX1NB
KRT8P2;RP11-88E18.1
GXYLT1P5;ANKRD20A7P
APOA4;UGT1A4
LRFN5;RIMBP2
MIR124-2HG;NEUROD1
SLC22A9;GDF2
UGT1A9;PRODH2
CIDEA;TUSC5
DKFZp434J0226;CTC-344H19.6
AHSG;UGT1A4
AF121898.3;IARS2P1
CHRDL1;ACKR1
FAM99A;SLC39A5
SORCS3;RP11-384P7.7
RP11-475D12.2;RP11-544D21.2
SBSN;DSG3
PSG7;PSG8
KRT5;ANXA8L1
SIX3;RP11-89K21.1
ACSM2B;CYP4A11
CNR2;MS4A1
AC105342.1;MTND2P7
HOXA5;HOXA-AS2
SNORA59A;SNORA76A
SNORA72;SNORA18
RP11-491F9.2;EIF4BP4
CTA-212A2.4;LINC00841
RP11-441F2.4;DKFZP434H168
PLG;UGT1A4
FRMPD4;SORCS3
SLCO1B1;HAO1
SNORA77;SNORA18
IGLV3-19;IGHV1-2
RP11-101E19.4;AC073869.8
FLJ22763;MTND5P13
APOH;FGB
HIST3H2BB;HIST3H2A
MFAP5;SFRP2
MTND4P20;PRODH2
AC104623.1;EIF4BP4
MAPK6PS2;MTND2P7
IGLV2-23;IGKV2-24
PLA2G12B;PRODH2
KLK5;NKX1-2
APOA5;PRODH2
RP11-932A10.1;RP4-668E10.4
GCKR;UGT3A1
SLC25A24P1;SLC25A24P2
RP11-498B4.5;C10orf82
TRBV28;TIGIT
AQP9;CXCL2
TF;PRODH2
HTR5A;RP11-688I9.5
SNORA84;SNORA18
CACNG7;RP11-71N10.1
LINC00837;AC073869.8
HNRNPA1P33;CH17-360D5.3
RP11-714M23.2;RP11-372E1.4
CTD-3145H4.1;AC073869.8
MYADML;RP11-544D21.2
IGHV3-49;IGHV1-46
APOC3;ALB
OR4K12P;SNX19P3
LINC00901;GJD2
DCAF8L1;RP3-333B15.4
RP11-627H22.5;RP11-544D21.2
TOPAZ1;MTND5P13
RP11-379F12.3;GATA3
PABPC1L2B;GABRA1
CPLX4;RP11-63H19.2
RP11-138B9.1;AC073869.8
PAQR9;RP11-372E1.4
IGKV3-20;IGKV2-24
CTD-2291D10.4;ZNF730
RP11-56L13.1;RP11-63H19.2
P2RY10;TIGIT
HIST1H2BH;HIST1H3G
CARD18;SPRR2D
RP11-344G13.1;EIF4BP4
AADAC;FGG
CTA-929C8.6;NEUROD1
MTND2P20;AC073869.8
SERPIND1;GDF2
A1CF;BHMT
RP11-146E13.4;AP000525.10
SAA1;SAA4
F2;HAO1
IGKV3-11;IGKV2-24
CYP4F3;UGT1A4
HAMP;PRODH2
CREB3L3;UGT1A4
CUX2;AC010872.1
SNORA38;SNORA43
ADH6;HAO1
RP11-144L1.4;AC073869.8
TMPRSS13;KRT16
PPP1R14C;NKX1-2
NEFMP1;MTND2P7
APOA1;C3P1
TMEM132D;SORCS3
C6orf10;RP11-390M11.1
INS-IGF2;PRODH2
MTND2P18;AC073869.8
SLC22A1;C3P1
FLJ33581;NEUROD1
HLA-DQA2;HLA-DQB2
AC026904.1;RP11-513O13.1
AC011525.2;NEUROD1
IGLV2-11;IGKV2-24
IGHV1-69-2;IGHV1-2
RP11-206M11.7;RP11-2G17.1
KRT23;VGLL1
LINC00343;AC073869.8
RP11-758N13.1;GREM1
TACR3;RP11-385H1.1
RP11-483I13.2;SLC25A24P2
OR7C1;OR7A5
LINC00861;TIGIT
SLC7A14;HTR5A
SLC17A2;UGT1A4
FSIP1;CT62
OTC;F11
PPP2R2B;GABRA2
KIAA0125;TNFRSF13B
IGKV1-12;IGLV2-11
C4BPA;C4BPB
ZNF208;BNIP3P28
AC087430.1;SLC17A6
LPA;PRODH2
XKR4;ZNF536
SLC17A2;SLCO1B3
GABRP;VGLL1
OR8D2;PDCL3P3
RP11-340F16.2;RP4-668E10.4
FGL1;UGT1A4
SNORA44;SNORA27
GS1-519E5.1;RP4-668E10.4
IGHV2-5;IGHV3-48
SLC25A47;UGT1A4
PABPC1P13;CTB-22K14.1
MAGEA2;CSAG1
RP11-622A1.2;PRODH2
RP11-1281K21.8;AC069277.2
ERC2;ERC2-IT1
IGLC3;IGHV1-2
AC009166.7;SALL1
RP11-536O18.1;LINC01235
UGT2B4;RP11-407N17.3
SNORA54;SNORA76A
RP11-263G22.1;EIF4BP4
RGMA;KIAA1755
RP11-312A15.2;RP11-312A15.3
SNORD116-2;SNORD116-26
PRODH2;BHMT
RP11-193H5.5;AC073869.8
S100A2;KRT5
PLD5;JAZF1-AS1
AMBP;ITIH2
DLX6-AS1;LINC01153
AADACL3;EIF4BP4
HOXA10-AS;HOXA11
SNORA16A;SNORA57
RP11-672L10.2;ADCYAP1
SNORD9;SNORA27
CXCL3;FCAR
STAC2;EN1
SLC4A1APP2;NEUROD1
AL078633.1;SMAD1-AS1
AC002480.2;LINC00977
FAR2P2;FAR2P3
PPP2R2B;JAKMIP2
IGKV1-16;IGHV1-46
FAM230C;MTND2P20
CALML3;CALML3-AS1
OR8B4;PDCL3P3
MMD2;RP4-668E10.4
CD1C;CD1A
LY6D;KRT5
MTTP;CPN1
SNORA45A;SNORA57
CYP3A4;CYP4A11
CEACAM5;CEACAM6
KLK11;KLK10
CYP21A1P;CYP21A2
AC114776.3;AC012594.1
TMPRSS11BNL;RP4-668E10.4
OTX2-AS1;AC073869.8
RALYL;RP11-509P12.1
AP000235.2;EIF4BP4
RP6-24A23.3;RP6-24A23.7
SNORD97;RNU5B-1
OTX2;RP11-593P24.2
MIR7515HG;MTND2P7
HRG;UGT1A4
POTEC;LINC00593
RP4-671O14.7;RP11-753D20.4
AC005235.1;RP11-544D21.2
RP4-673D20.6;HTN1
PROL1;AC073869.8
MTND5P29;AC073869.8
ROPN1B;FAM19A3
FAR2P3;POTEI
AC108142.1;TENM3
RNY3;RNY3P1
MIR4500HG;SLITRK5
LINC00703;RP11-544D21.2
RP3-449H6.2;MTND2P7
PABPC1L2A;CTC-525D6.3
MTND4P10;NEUROD1
KRT81;NKX1-2
SNORA21;SNORA57
KB-1183D5.13;FAM230B
MTND5P10;AC073869.8
SLC2A2;BHMT
PCK1;C3P1
RP11-677O4.2;KLKP1
FOXL2;FOXL2NB
IGKV3-20;IGHV6-1
CTA-315H11.2;MLXIPL
SLC17A4;RP11-372E1.4
MAPK6PS4;MTND2P7
SNORA15;SNORA18
HTR5A;RP4-668E10.4
IGHV5-51;IGKV2-24
SNORA6;SNORA57
RP11-25D10.2;MTND2P7
LINC00948;NEUROD1
SLC22A8;RP11-593P24.2
SFTA3;NKX2-1
PRAP1;TFR2
C3P1;UGT1A4
KRT6B;KRT16
IGKV1-5;IGKV2-24
RP11-259G18.2;RP11-259G18.3
LINC00320;ADCY8
RGR;PROKR2
RP11-300A12.2;RP11-340F16.2
GNL2P1;RP11-340L3.1
CCL16;PRODH2
IGLV3-1;IGHV1-2
SLC17A2;TM4SF4
SNORD116-22;SNORD116-26
SSX2B;AC073869.8
ADH1A;FAM99A
LINC00608;AC073869.8
C2orf78;EIF4BP4
RP11-225N10.1;AC012593.1
C1orf68;TRIM43
AKR1C4;NR1I2
SOX9-AS1;LINC01152
RNASE9;RP11-593P24.2
LINC01561;PPAPDC1A
MTND2P8;AC079466.1
GOLGA6L2;NEUROD1
ARHGAP42P5;RP11-593P24.2
LINC00559;RP11-63H19.2
LINC00890;FLJ22763
GOLGA2P11;RP11-299H22.6
IGHV3-21;IGHV1-46
IGHG2;IGKV2-24
CDR1-AS;LINC00632
RP3-525N10.2;LRRTM1
GYS2;PRODH2
AC007326.10;RP11-593P24.2
SNORD21;SNORD110
MASP1;PRODH2
UNC5D;LRRTM1
RP4-737E23.5;TREM1
RP11-325E14.2;HSPD1P3
NEFM;ZNF536
ABCG5;ALDOB
AC098973.1;RP11-114G11.4
FRRS1L;SERTM1
RP11-76C10.5;RP11-243M5.5
TACC1P1;VN1R53P
SLC17A7;C11orf87
MTND5P30;AC073869.8
HPX;AMBP
AC008132.15;MTND2P7
ADH4;ADH1A
RAD17P1;CT62
SNORA71D;SNORA57
MYT1L-AS1;RP11-71N10.1
SNORA63;SNORA18
CFHR5;CYP4A11
IGKV3-15;IGKV2-24
BPIFA3;RP11-593P24.2
CDH9;RP4-668E10.4
FSIP1;RP11-624L4.2
RP11-539E17.5;RP11-144L1.4
SPP2;PRODH2
CTD-2314G24.2;ISL1
ZNF536;PMP2
PSG11;PSG8
CH17-360D5.2;ANXA8
SERPINB13;C1orf68
ITIH1;PRODH2
CADM3-AS1;CADM3
RP11-577N1.2;RP11-71N10.1
ONECUT1;UGT1A4
UGT2B4;PLG
GPR128;SLCO1B3
ABCB11;UGT1A4
IGKV1-6;IGKV2-24
RP11-300M24.1;NEUROD1
C10orf53;RP11-544D21.2
C6orf15;DSG3
CPS1-IT1;SLCO1B3
AL589743.1;AP000525.10
PGA3;PGA4
IGLV3-25;IGHV1-2
CTD-2320B12.1;AC073869.8
APOF;SLC39A5
POM121L2;RP11-593P24.2
CYP1A2;UGT1A4
AC053503.12;LINC00703
IGHV2-70;IGHV3-48
TMEFF2;LRRTM1
C9;UGT1A4
PSG4;PSG5
C9orf152;SPDEF
CARD18;C1orf68
LINC00668;DMRT1
NPY6R;MYOT
TECRL;EIF4BP4
RP11-63E9.1;GSG1L
RP11-626I20.3;AC073869.8
RP11-63H19.2;RP11-544D21.2
AC009299.4;RP11-63H19.2
WBP11P1;EIF4BP4
AKR1D1;HAO1
SPATA31D1;MTND2P7
C1orf68;LINC01532
GABRG2;HTR5A
UGT8;LINC01152
MIR124-2HG;RP11-405M12.2
NEFM;KCTD8
BPI;KIAA1755
IGKV1-33;IGHV1-2
RP11-810K23.6;RP11-566K19.7
TCEAL5;DGKB
PPP1R3A;RP11-71N10.1
SLC22A7;CYP4A11
LCE1B;PABPC1P12
RP5-905H7.11;MTND2P7
SNORD116-8;SNORD116-26
LUM;MMP2
KCNG4;RP11-593P24.2
TMEM212;RP11-390M11.1
LINC00971;AC073869.8
RP11-846F4.1;AC073869.8
SPATA31D2P;RP11-63H19.2
AC079248.1;AC073869.8
DNAJB8;MTND2P7
NPY2R;TCEAL6
RP11-396J6.1;RP11-343B22.2
IGHV1-18;IGHV1-2
LINC00550;AC073869.8
CTD-2311M21.2;CYP11A1
HSPD1P3;RP11-475A13.1
OR8D1;PDCL3P3
SNORA24;SNORA57
RP4-547N15.3;RP4-668E10.4
GOLGA6L6;RP11-593P24.2
RP11-707A18.1;NEUROD1
RP11-531A24.3;SBF1P1
RP11-286B14.1;FLJ31662
SPRR2A;SPRR3
RP11-390M11.1;RP11-71N10.1
OR2L6P;EIF4BP4
KNG1;UGT1A4
IGHG4;IGHG2
IGHV3-30;IGHV1-2
GABRA4;SBF1P1
APOC3;ORM1
LINC00836;AC073869.8
GFY;AC073869.8
AC009234.1;NEUROD1
GC;UGT1A4
