interaction;name
TP53TG3D;RP11-445O3.3
PHF21B;RP4-753M9.1
RP11-544D21.2;PRKRIRP8
CTB-88F18.2;TERF1P2
ATP1A4;CTA-363E6.2
DCAF8L2;KB-288A10.17
ASH2LP1;HSP90AB7P
RMST;ADAM29
RP11-208N14.4;DACH2
FCRL1;PAX5
PLA2G4E-AS1;SPATA3-AS1
CYP4Z2P;MSLN
RP4-760C5.5;RP11-45K10.2
CENPUP1;TERF1P2
RP11-509E10.3;KB-1592A4.14
RMST;KCNC2
AC144450.2;AC141930.2
OR5E1P;OR5P4P
PAPL;KRT79
OR4G1P;HSP90AB7P
IGKV3D-20;IGHV3-43
RP4-640H8.2;RP11-333A23.3
LINC00442;RP11-314N14.1
IGKV2-30;IGHM
PTPRT;RP4-753D4.2
RP11-483E23.2;OR4A21P
IGHV4-59;IGHV3-72
DPPA2P4;SDR9C7
IAPP;RP11-691G17.1
AGBL1-AS1;C8orf22
RP11-19E11.1;CTD-3080F16.3
RP11-191L9.4;RP11-191L9.5
GPR6;OR4A21P
CTD-2210P24.2;RP11-314N14.1
ANKRD18A;FAM201A
CTA-392E5.1;RP11-88E18.1
FOXD1-AS1;FOXD1
GAPDHP24;RP11-73B8.2
FAM71E2;OR4K5
RP11-527H14.4;RP11-1157N2__B.2
NPAP1P6;RP11-989E6.8
RP11-1070N10.7;RP11-1070N10.5
OR2T11;GGT2
CTD-2015G9.1;RP11-115J16.1
IGKV1-6;IGHM
XXbac-B33L19.6;LL22NC03-27C5.1
EIF3S5P1;AP000641.1
C16orf97;RP11-691G17.1
NKAIN3;UG0898H09
FSIP1;CT62
RP11-1082L8.1;LINC00964
RP11-54H7.4;RP11-362F19.1
AC005863.1;BLACAT1
AL022344.5;ATP5F1P2
TLR12P;OR11A1
NLRP7;IGHM
KRT16;SOSTDC1
RP1-27K12.2;GCSAML-AS1
NPBWR1;GAL3ST3
RP11-503C24.6;CTAGE13P
TACC1P1;RP11-680E19.1
RPS3AP54;RNF2P1
IGKV1D-16;IGHV3-72
ATP5F1P2;UBQLN1P1
NLRP8;OR4A19P
RP11-498M5.2;PAX5
SIRPG-AS1;PAX5
HSP90AA4P;HSP90AB7P
IGHV4-39;IGHV3-72
RP11-317N12.1;RP11-314N14.1
OR12D3;RP11-691G17.1
SOX14;LINC01192
CLPSL1;CLPS
RP11-627H22.9;HNRNPA3P14
RP11-80F22.10;HSP90AB7P
OR10A6;NEFM
IGKV1D-8;IGHV3-72
C17orf102;PRKRIRP8
SLC6A14;SOSTDC1
HIST1H1A;BLACAT1
TOMM20P2;SIRPG
IGHV3-64;IGHM
KRT75;SPATA3-AS1
NEUROD6;AC018890.4
RP11-9G1.3;OR4A19P
RP11-359P18.7;HSPD1P15
OPALIN;RP11-45K10.2
RP11-618P13.1;KB-288A10.17
UROC1;POTEA
LINC00210;HSP90AB7P
PCDHB1;ZNF705A
LINC01087;SERPINA9
GABRA4;HSP90AB7P
RP11-61G24.1;NCLP2
AHSG;RP11-42L13.3
RP11-280G9.1;ZNF705A
RP11-440L16.1;RP11-115J16.1
CSAG1;CSAG2
KLK5;SOSTDC1
CTD-2036A2.1;CH17-38B12.4
PANX3;ZNF806
CYP4F30P;POTEF
SLC6A5;RP11-45K10.2
OR14K1;RP11-634B7.4
KRT16;KRT23
RANBP20P;RP3-497J21.1
IGKV3-11;IGHV3-72
SOX8;PRSS33
FETUB;LCE1E
RP11-139I14.2;HSPD1P15
SLC35F3;RP4-799P18.5
LINC01254;SPATA3-AS1
PGA4;LL22NC03-27C5.1
AC004862.6;RP11-42L13.3
NTS;CLDN10-AS1
ABCA13;RP11-115J16.1
IGKV2-24;IGHV3-72
RP11-431J24.2;CYP2B7P
HSP90AB7P;XXyac-YX155B6.5
CTD-2199O4.1;CTD-2199O4.3
SCGB2A2;CFAP46
RP11-414J4.2;LMAN1L
OR4K2;XXyac-YX155B6.5
SHOX;PAGE4
FCRLA;IGHM
FLJ36000;RP11-744K17.2
RP11-407H12.8;MRGPRX3
UBD;SYT8
RP5-998G20.1;HSP90AB7P
CACNG2;NUPL1P1
LINC00608;HSP90AB7P
LINC01168;HSPD1P15
IGKV1-27;IGHM
RP11-27M9.1;RP1-62D2.4
IGHG4;IGHG3
SNX18P23;OR8B6P
IGHV6-1;IGHV1-58
DMBT1P1;OSTM1-AS1
C5orf46;CTC-327F10.5
SLC25A24P1;NBPF4
GLRA2;RP11-360O19.4
AC067956.1;BLACAT1
TFAP2B;CAPN13
LINC01104;RP11-36D19.9
OR5BE1P;HNRNPA3P14
SHC4;ANAPC1P1
IGHV3-15;IGHM
GS1-54N10.1;OPCML-IT1
RP11-23F23.3;ZNF705A
LINC01492;RP11-45K10.2
RNF17;HSP90AB7P
ABCB10P4;FTMT
EEF1A1P36;HSP90AB7P
RP11-346M5.1;MSLN
RP11-63B19.1;HSP90AB7P
OLIG1;OLIG2
OR7E115P;FTMT
RP11-110H1.8;HSP90AB7P
COL19A1;PAX5
RP11-120E5.1;OR5I1
RP11-541F9.2;PRKRIRP8
POU3F4;RP11-466J24.1
IGHV3-74;IGHV3-72
RP11-805I24.3;HSP90AB7P
C1orf87;HSP90AB7P
TMPRSS11B;HSP90AB7P
LINC00656;RP11-314N14.1
IGKV1-16;IGHV3-72
FOXR2;CTD-3229J4.1
CTC-493L21.1;ARPP21
RP11-508O18.1;HSP90AB7P
AC003092.1;RP3-334F4.1
MLPH;BLACAT1
OFCC1;BLACAT1
GXYLT1P5;OR11A1
TET1P1;NHLH2
TMEM174;OR8G7P
MTND5P18;RP11-691G17.1
RP11-716D16.1;HSP90AB7P
RP11-234O6.2;RP11-36D19.9
AC011516.2;CTD-2090I13.1
CTA-280A3.2;RP11-191L9.5
RP11-397A16.3;RP6-24A23.7
POTEH-AS1;HSP90AB7P
RP11-327I22.5;UBQLN1P1
LINC01344;RP11-538D16.3
CTD-2023N9.1;CTD-2023N9.3
HNF4A;HSPD1P15
PABPC1P8;HSPD1P15
MTND4P5;POTEA
CTC-344H19.6;TGIF1P1
PTPRCAP;IGHM
KRT82;XXyac-YR12DB5.1
KLK10;SOSTDC1
FGB;FGG
AQP2;DDX11L1
RP3-407E4.3;GAL3ST3
RGR;RP11-576D8.4
IGKV2-28;IGHV3-72
CDC20B;SOX2
PAQR9-AS1;HSP90AB7P
ZNF209P;BNIP3P32
CD19;IGHM
IGLC1;IGHV3-72
RP11-428G5.5;PAX5
TBC1D27;PAX5
RP11-15E1.6;CTC-525D6.1
IGLV3-10;IGHM
MMP12;NPAP1
GP2;SYTL5
SNORA27;SNORA8
CETN1;RP11-466J24.1
MTND5P6;AC018890.4
TP53TG3C;PIWIL3
EDDM3A;EDDM3B
OR2I1P;AC007381.3
EDDM3A;ANAPC1P1
RTP3;TLR12P
FGF4;HSPD1P15
RP11-317M11.1;HSP90AA4P
LINC01419;RP11-48F14.1
RP3-443C4.2;RP11-557C9.1
OR1AA1P;OR11N1P
CH17-360D5.3;ANXA8
FLJ46066;HSPD1P15
RP11-266O8.1;KRT79
NDST4;XKR3
OR8C1P;OR8X1P
RNASE10;RP11-1217F2.9
OR13G1;RP11-634B7.4
RP11-367G6.3;PAX5
GRAMD4P8;SERPINA6
OR13H1;CTD-2034I21.2
CALCA;MAS1
SEMG1;OPCML-IT1
HNF1A-AS1;C17orf102
MPPED1;RP11-422N16.3
AC012456.3;ANAPC1P1
TCERG1L;CH17-38B12.4
CIDEC;ADIPOQ-AS1
TOPORSLP;AC018890.4
OR4D10;HSP90AB7P
KRT13;PTCHD3P3
TNPO1P2;SPRR2A
RP11-268G13.1;RP11-466J24.1
FBXL21;RP11-36D19.9
HEMGN;RP11-36D19.9
KRT6B;ANXA8
RP13-631K18.2;HSP90AB7P
CST9;AC009234.1
PCDHA3;PCDHA12
OR11N1P;PIWIL3
RIMS2;RP11-771F20.1
OASL;ISG15
TBX20;RP11-415I12.2
MAL;KRT77
MTND5P27;XXyac-YX155B6.5
RP1-127B20.4;RP11-68L1.2
XXyac-YM21GA2.1;XXyac-YR12DB5.1
IGHV5-51;IGHM
RP11-989E6.3;RP11-806K15.1
LINC00839;L1CAM
NARSP2;RGR
RP13-130D24.1;XXyac-YX155B6.5
CCNYL2;LINC01234
TEX35;OSTM1-AS1
RP11-766F14.2;CHRNB4
RP11-206M11.7;RP11-2G17.1
TRDN;NPSR1-AS1
RP11-394A14.2;RP11-1217F2.9
AC008132.15;RP11-691G17.1
RP11-360A18.2;ZNF705A
MUC15;SOSTDC1
IGLV7-43;IGLV2-8
RP11-1072N2.4;UBTFL11
LINC00347;CTB-186H2.3
MYH7;RBP3
UNC5D;ST8SIA3
ANKRD35;MRAP2
AC096579.13;KIAA0125
OR14A16;RP11-678G14.4
RP13-786C16.1;NCLP2
KLK5;ANAPC1P1
LINC01198;BLACAT1
RP3-449H6.2;RP11-466J24.1
OR4R3P;KB-288A10.17
CTB-49A3.5;GCM1
LINC00837;PRKRIRP8
SPATA31D1;RP11-56P9.10
RP11-470C13.4;OR5I1
OR52Q1P;OR52E7P
PDX1;RP11-64C12.7
RP11-462P6.1;RP11-624L4.2
OR7E130P;IFNA10
KLRG2;GFRA1
AC008060.7;HSPD1P15
MAGEB4;RP11-115J16.1
IGHV3-23;IGHV3-72
RP11-629B11.5;MYEOV
LCE1C;OR5BE1P
RP11-104C4.2;HSP90AB7P
OR13K1P;CTD-2034I21.2
LINC01478;PLA2G4E
RP11-5A1.1;UBQLN1P1
SPRR2A;CES1P1
RP11-1084I9.1;LRRC3C
RP11-1018N14.2;OTX2
TISP43;HSP90AB7P
LINC00355;OR8G3P
AC007392.4;ZSCAN4
SLC6A14;IRX1
SMR3B;RP11-466J24.1
TMC5;CEACAM6
RP11-30J20.1;AC139099.7
SCEL;KRT77
CHODL;SOSTDC1
SNORA61;SNORA43
OR13C7;RP3-497J21.1
IGHV3-30;SOSTDC1
RP11-874J12.4;DLGAP1-AS3
RP11-347N5.3;DNAJA1P4
MTND5P29;HSPD1P15
FOXL2NB;FOXL2
ZNF92P2;RP11-691G17.1
RP11-445O3.3;LINC00890
RP11-56L13.1;HSP90AB7P
FLJ41941;RP11-517M22.1
C17orf77;HSP90AB7P
E2F6P1;RP11-753A21.1
AMY1A;AC012594.1
AGXT2;RP11-66A2.2
OR4F28P;KB-288A10.17
RP11-276H19.4;SNX18P4
RPL6P7;RP11-674E16.4
RP11-392E22.9;FAM201A
SLC30A8;RP11-654G14.1
OTOR;CH17-38B12.4
RP11-728D14.6;RP11-314N14.1
RP11-428L9.2;CDH3
RP11-342A23.1;FSCB
IGLV3-19;IGHM
PRSS1;RP11-569G13.3
MYH6;ZSWIM5P3
USP29;XXyac-YX155B6.5
GATA3-AS1;LL22NC03-75H12.2
ATP1B4;ARPP21
OR8G3P;CH17-38B12.4
EDDM3DP;BLACAT1
OR11H3P;OR11J5P
AC144450.1;AC141930.2
LINC00839;CCNYL2
ANKRD18B;XAGE1B
SLC13A1;PRKRIRP8
TUNAR;RP11-691G17.1
CNTNAP5;ARHGAP42P2
RP1-228P16.4;OR4A19P
IGHG2;IGHV3-72
SSX2B;RP11-314N14.1
GS1-204I12.3;ZNF705A
EEF1DP5;RGR
NFYAP1;RP11-314N14.1
LINC01080;POTEA
KRT8P34;SETP9
MTND5P19;HSP90AB7P
RP11-478J18.2;POTEA
RP11-116O11.1;ZNF705A
BMP3;RP11-471M2.3
ERBB4;SYTL5
LINC00454;RP11-764E7.1
YWHAEP7;CTD-2281E23.1
AC034110.1;RP11-36D19.9
IGHV1-69-2;IGHM
DLX6;LINC01254
BNIP3P37;CTD-2291D10.4
RP11-395E19.6;HSP90AB7P
RP13-213K19.1;RP11-321G12.1
RP1-167O22.1;RP3-497J21.1
FABP1;PRKRIRP8
MAGEB10;HSP90AA4P
LINC00606;PRAMEF26
CT83;RP11-211G23.2
RP11-417L14.1;RP11-989E6.8
ART3;SOSTDC1
RAET1L;KLK5
RP11-232M24.1;OR8U1
CTD-2320B12.1;AC016908.1
MIA;AC005152.3
SLITRK1;SLC17A4
SPATA31A7;GCSAML-AS1
HAUS6P2;UBQLN1P1
RP11-1036E20.7;HTR3A
RP11-112L7.1;XXyac-YX155B6.5
CARD18;DRD5P2
RP11-629G13.1;HSP90AB7P
KLK15;XXyac-YX155B6.5
NCAN;C2orf71
KLK12;KLK11
LINC00635;AC006994.3
RP11-639F1.2;HSPD1P15
RIOK3P1;HSP90AB7P
ARHGAP42P5;TERF1P2
ZNF479;POTEA
RP11-148O21.6;NPAP1P6
PDX1;HSPD1P15
RP11-54H7.4;RGR
RP11-1036E20.7;TMEM213
OR52L1;OR56A4
IGLV3-21;IGHM
RP11-680E19.1;RP11-546O6.4
IGHV2-26;IGLV3-19
PGLYRP4;KRT77
RP11-410C4.5;XXyac-YX155B6.5
LIPK;FADS6
SPATA31D3;HSP90AB7P
1-Dec;XKR3
LINC01204;HSP90AB7P
GABRA6;PRKRIRP8
OR8A1;OR8G7P
PGR;SERPINA9
RP11-332P22.2;AC006994.3
CNGA2;GLYCAM1
NTS;RP11-42L13.3
SNRPEP10;MLPH
SLCO1B3;RP11-327I22.5
AC011718.4;HSPD1P15
CCDC108;KB-288A10.17
RP11-120J1.1;FZD9
FOXG1;HSPD1P15
CMTM5;ARPP21
RP11-268G12.2;AC016908.1
RP11-428L9.2;RP11-575N15.1
RP11-622C24.1;C17orf102
SNX19P3;OR4K8P
ROPN1B;ANAPC1P1
MUC7;LL22NC03-27C5.1
LINC00934;RP11-36D19.9
SCGB2A2;C1orf64
NCMAP;BLACAT1
RP11-471N19.1;MGC27382
LINC00538;RP11-691G17.1
RP11-104H15.10;RP11-707M1.1
OR4A18P;KB-288A10.17
OR2S2;RP3-497J21.1
SLITRK3;XXyac-YX155B6.5
RP4-764D2.1;ETNPPL
AC011525.2;ZNF720P1
RP11-805I24.1;ARPP21
NLRP5;RABEPKP1
CTD-2300H10.2;RP11-96P7.1
KLK7;SOSTDC1
MAGEA2;GABRA3
STX8P1;RP11-108K14.8
CHRNB4;AC053503.12
OR5AN2P;ZPBP2
RP11-2A4.4;PRKRIRP8
RP5-967N21.2;UBQLN1P1
DNAJA1P2;ZNF705A
CLRN1;SERPINA6
RP11-20L19.1;PRKRIRP8
SNX18P3;FAM201A
LINC01206;HSP90AB7P
RPL7P36;HPSE2
MEOX2-AS1;RP11-1038A11.3
AC005152.3;ANAPC1P1
USH1C;MUC13
AC112198.1;PRKRIRP8
CTD-2384A14.1;OR8G7P
PKP1;BLACAT1
GFRA3;KLK5
DPPA4;CTAGE13P
LINC01532;ZSWIM5P3
MTRNR2L7;MUC19
GOLGA8G;RP11-691G17.1
LINC01346;HSP90AB7P
RP3-347M6.2;LINC01036
TCP10;HSP90AB7P
RP1-140J1.4;RP11-576D8.4
VSTM2A-OT1;OR4A19P
IGHV4-4;IGHM
AC011322.1;RP11-758M2.1
SUN3;RP11-1070N10.5
SPINK1;CTC-327F10.5
RP11-528M18.2;MTND5P3
TMEM257;RP11-45K10.2
IGF2BP1;LHX8
IGLV3-9;IGHM
RP11-306B9.1;RP11-110H1.8
RP11-470L19.2;HSP90AB7P
RP11-966I7.2;HSPD1P15
SC22CB-109E1.1;ISX
RP11-351J23.1;PRSS33
LINC01553;ZNF705A
LINC00518;PGBD5
SLC27A6;SCEL
RP11-91I20.3;XXyac-YX155B6.5
LINC00836;HSP90AB7P
AADACL3;CYLC1
SYT8;AMY1B
AC010729.1;OR5BE1P
ICE2P1;POTEA
RP11-1042B17.3;RP11-1042B17.2
MTND5P7;RP11-1217F2.9
FCRL5;IGHM
HYALP1;RP11-36D19.9
OR9H1P;RP11-634B7.4
RP11-21L1.1;HSP90AB7P
CTD-2561F5.1;HSP90AB7P
OR4F17;CTC-471C19.1
POU6F2;AC098973.1
UGT1A6;RP11-707M1.1
UBE3AP2;RP11-36D19.9
AC008067.2;PRKRIRP8
AC096669.3;RP11-314N14.1
RP5-1119A7.17;PRKRIRP8
AC005307.3;CICP26
GADL1;RP11-744K17.2
ACTR3BP5;HSP90AB7P
RP11-25J3.2;CTB-186H2.3
RP11-80F22.5;RP11-466J24.1
OR12D2;OR4A21P
RP11-440G9.1;AC018890.4
RDH8;OR4K2
IGLC7;IGHV3-72
HSPD1P10;SNTG2
RP11-628J14.1;KB-288A10.17
CDH3;RP11-615I2.3
SYT14P1;KRT36
C2orf78;POTEA
CARTPT;RP11-60H5.1
RP11-68D16.2;OR4A19P
GSTA2;LCE1E
AC018804.3;POTEF
RP11-573D15.8;XKR3
RP11-659P15.2;RP11-513O17.2
CASP1P2;RGR
ANKRD30B;AC008268.1
SPPL2C;SERPINA6
FAM19A3;BLACAT1
LINC01205;DMRTC2
CTAGE13P;RP11-691G17.1
RP11-430C1.1;XXyac-YX155B6.5
CA6;CALCB
RP11-989E6.8;HSP90AB7P
OR8U1;RP11-314N14.1
SLC28A1;IGHM
RP11-484L7.2;ZNF705A
RP4-640H8.2;KRT31
SALL4P5;POTEA
RP11-643A5.3;CGA
RMST;GLRA3
AC007381.3;KRT77
FAM92B;IGHV1-18
CTCFL;HSPD1P15
COL9A3;CTD-2555C10.3
LINC01152;SOSTDC1
SOX9-AS1;ANAPC1P1
MTND5P3;LINC01532
LDHAL6CP;AC018890.4
RPL37P3;C21orf91-OT1
CTD-2218G20.2;LINC01192
RP11-244B22.6;XXyac-YX155B6.5
CSN2;OR4A21P
STAC2;MAPK4
RP11-680B3.2;OR4M2
CTA-392C11.1;04-mar
ROPN1;IGHM
HSPD1P3;HSP90AB7P
RP11-440I14.2;MEPE
RP4-587D13.2;RP4-781K5.4
LCN8;CTAGE13P
OR8G1;OR8G7P
DCAF4L2;RP11-45K10.2
LINC00698;RABEPKP1
VDAC1P12;PCDH11X
SPRR2A;OSTM1-AS1
LA16c-60G3.8;IFNA10
RP11-281O15.4;RP11-15E1.5
AP004782.1;XXyac-YX155B6.5
MYEOV;BLACAT1
RP11-205M3.3;RP3-497J21.1
CT45A3;POTEA
SYT4;VN2R3P
SERPINB5;SOSTDC1
FAR2P4;POTEF
RP11-532N4.2;ZNF705A
CLPSL1;HIST1H1A
TRPM1;CERS3
LINC01579;RP11-109J4.1
CPA6;RP11-343B22.2
C2orf71;BLACAT1
IMPDH1P11;RP11-527H14.1
MOBP;HSP90AB7P
LEMD1-AS1;RP3-497J21.1
LL22NC03-22D1.1;OR4A19P
RS1;HSPD1P15
MKRN4P;ZNF806
RP11-379P15.1;C2orf71
GSDMC;MTRF1LP2
HOXA13;HOXA11-AS
HSPA8P6;XKR3
RP11-363G2.4;OR4A19P
MARK2P12;RP11-10A14.7
RP11-1038A11.3;RP11-319E16.1
SPRR3;SPRR2A
CTA-392C11.1;RTBDN
PTPRD-AS2;RP11-691G17.1
RP11-498E11.2;OR4A21P
SYT8;BLACAT1
RP11-324H7.1;IRGM
RP11-494M8.4;OR10A6
RP11-508N12.4;SNORD3D
AC021451.1;HSPD1P15
CD300LD;HSP90AB7P
SPAM1;HSP90AB7P
SERPINA11;RP11-349I1.2
MIPEPP2;OR4A19P
RP11-24I21.1;ZNF705A
ZNF72P;XKR3
AC007131.1;ATP5F1P2
FAM169B;HSP90AB7P
GAPDHP71;LINC01411
TLR12P;FRMPD4
COL9A1;PRKRIRP8
RP11-488I20.8;PIWIL3
MAST4-IT1;RP11-433A19.2
KCNC2;RP11-314P15.1
IGLC3;IGHV3-72
FLJ39080;KCNC2
IGF2BP3;AC021876.4
DLGAP1-AS5;RP11-138C24.2
RP11-753A21.2;ZNF705G
CTD-2339F6.1;HSP90AB7P
RP11-544M22.1;RP11-989E6.8
PCDH15;RP11-691G17.1
A2ML1;BLACAT1
RP11-360O19.4;PCDH11X
CTB-95D12.1;RP11-391J13.1
CCT7P2;LYARP1
SALL4P2;RP11-445O3.3
BCHE;CLCA4
RP11-30H9.1;LYARP1
RP11-88E18.1;RP11-358L22.2
SETP21;RP11-576D8.4
RP11-351I21.6;RP11-351I21.7
RP4-781K5.6;RP11-391J13.1
PDCL3P3;RP11-1217F2.9
ADCY8;RP11-244B22.1
RP11-587P21.2;AMY1B
PRKCG;RP11-576D8.4
KRT9;RP11-576D8.4
IFNA13;HSPD1P15
C8orf86;OR4K8P
IGHM;IGHV3-72
PIGFP3;OR4A21P
RP11-555H23.1;RP11-45K10.2
OR8B4;CTD-2331D11.3
C2orf48;TERT
RP11-185O21.1;AC018890.4
GPR158-AS1;POTEA
CYP19A1;CNTNAP4
RP11-180I4.4;TERF1P2
LINC00668;CTD-3229J4.1
RP11-554I8.2;LINC00707
AC092071.1;CYP2B7P
CTB-88F18.2;ZPBP2
RP11-810K23.10;RP11-707M1.1
DPP10;AC010127.3
RGS21;RP11-691G17.1
RP1-228P16.9;PRKRIRP8
RP11-309M7.1;RP11-692C24.2
PAX5;IGHM
BARX2;SOSTDC1
RP11-960L18.1;NPAP1P6
RP11-331K15.1;HSP90AB7P
ZNF519P1;RP11-691G17.1
POTEE;POTEF
GOLGA6D;POTEA
DUSP27;MUC13
IGKV6-21;IGHM
CTB-181F24.1;CH17-38B12.4
VWA5B1;RP4-775D17.1
RP11-519M16.1;XKR3
RP11-707O23.5;RP11-259G18.3
RP11-19O2.2;PRKRIRP8
OR4F13P;NHLH2
QRSL1P1;ATP5F1P2
RP5-1011O1.2;FZD9
RP11-116D2.1;CYLC1
RP11-16E18.1;HSP90AB7P
GPR1-AS;AP004782.1
RP11-225N10.1;RP11-36D19.9
AC079753.4;EIF2S2P2
PRL;CTAGE13P
KRT83;GDF5
