"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0046546","development of primary male sexual characteristics","3/10","151/18870",5.7845523445019e-05,0.000603246173069484,0.000252258673670008,"HOXA11/HOXA10/HOXA9",3
"BP","GO:0007338","single fertilization","3/10","166/18870",7.66710677725561e-05,0.000763225629190445,0.000319157076373798,"HOXA11/HOXA10/HOXA9",3
"BP","GO:0046661","male sex differentiation","3/10","174/18870",8.81756535399686e-05,0.000839585570663179,0.000351088414552735,"HOXA11/HOXA10/HOXA9",3
"BP","GO:0048736","appendage development","3/10","182/18870",0.000100757279297077,0.000882633766642392,0.000369089823109291,"HOXA11/HOXA10/HOXA9",3
"BP","GO:0060173","limb development","3/10","182/18870",0.000100757279297077,0.000882633766642392,0.000369089823109291,"HOXA11/HOXA10/HOXA9",3
"BP","GO:0021602","cranial nerve morphogenesis","2/10","30/18870",0.000109087003250723,0.000918848219688783,0.000384233574202952,"HOXA3/HOXA1",2
"BP","GO:0030878","thyroid gland development","2/10","31/18870",0.000116577279160142,0.000945571264298932,0.000395408315280015,"HOXA5/HOXA3",2
"BP","GO:0035115","embryonic forelimb morphogenesis","2/10","33/18870",0.000132296787445899,0.00103474987323757,0.000432700019089971,"HOXA11/HOXA9",2
"BP","GO:0009566","fertilization","3/10","207/18870",0.000147506131812508,0.00105701346444505,0.000442009956292813,"HOXA11/HOXA10/HOXA9",3
"BP","GO:0051216","cartilage development","3/10","207/18870",0.000147506131812508,0.00105701346444505,0.000442009956292813,"HOXA5/HOXA3/HOXA11",3
"BP","GO:1901654","response to ketone","3/10","208/18870",0.000149622910492222,0.00105701346444505,0.000442009956292813,"HOXA11/HOXA10/HOXA9",3
"BP","GO:0045637","regulation of myeloid cell differentiation","3/10","213/18870",0.000160504726577203,0.00109845422251273,0.000459339184612389,"HOXA5/HOXA9/HOXA7",3
"BP","GO:0035136","forelimb morphogenesis","2/10","41/18870",0.00020499669653541,0.00134735213163148,0.000563420502052095,"HOXA11/HOXA9",2
"BP","GO:0008406","gonad development","3/10","233/18870",0.000209177956508996,0.00134735213163148,0.000563420502052095,"HOXA11/HOXA10/HOXA9",3
"BP","GO:0045137","development of primary sexual characteristics","3/10","238/18870",0.000222684346423307,0.00139336776762012,0.000582662801167752,"HOXA11/HOXA10/HOXA9",3
"BP","GO:0061448","connective tissue development","3/10","285/18870",0.000378169647922022,0.00230053202485897,0.00096201050787181,"HOXA5/HOXA3/HOXA11",3
"BP","GO:0007548","sex differentiation","3/10","288/18870",0.000389953146527972,0.00230810105647638,0.000965175640055009,"HOXA11/HOXA10/HOXA9",3
"BP","GO:0048608","reproductive structure development","3/10","305/18870",0.000461231672072471,0.00265654821402521,0.00111088533823693,"HOXA11/HOXA10/HOXA9",3
"BP","GO:0061458","reproductive system development","3/10","309/18870",0.00047914141758646,0.00265654821402521,0.00111088533823693,"HOXA11/HOXA10/HOXA9",3
"BP","GO:0021545","cranial nerve development","2/10","63/18870",0.000485214285666706,0.00265654821402521,0.00111088533823693,"HOXA3/HOXA1",2
"BP","GO:0048645","animal organ formation","2/10","67/18870",0.000548692265531453,0.00293081966222898,0.00122557707576987,"HOXA3/HOXA11",2
"BP","GO:0043627","response to estrogen","2/10","69/18870",0.000581865329709654,0.0030340120763432,0.00126872891440451,"HOXA11/HOXA10",2
"BP","GO:1903706","regulation of hemopoiesis","3/10","417/18870",0.00114532697057217,0.0057024299109367,0.00238457775655608,"HOXA5/HOXA9/HOXA7",3
"BP","GO:0021675","nerve development","2/10","97/18870",0.00114569368073614,0.0057024299109367,0.00238457775655608,"HOXA3/HOXA1",2
"BP","GO:0030099","myeloid cell differentiation","3/10","430/18870",0.00125151119024859,0.00609068779254315,0.00254693505383924,"HOXA5/HOXA9/HOXA7",3
"BP","GO:0030879","mammary gland development","2/10","133/18870",0.00213810533221085,0.0101792406033517,0.00425663990623213,"HOXA5/HOXA9",2
"BP","GO:0035270","endocrine system development","2/10","139/18870",0.00233217077471732,0.0108669233970871,0.0045442073325959,"HOXA5/HOXA3",2
"BP","GO:0048754","branching morphogenesis of an epithelial tube","2/10","156/18870",0.00292573055912811,0.013348645676022,0.00558198593517863,"HOXA5/HOXA11",2
"BP","GO:0061138","morphogenesis of a branching epithelium","2/10","187/18870",0.00417180445787136,0.0186454117606903,0.00779692777303562,"HOXA5/HOXA11",2
"BP","GO:0001763","morphogenesis of a branching structure","2/10","203/18870",0.00489610692446202,0.0214449483291436,0.00896760636690938,"HOXA5/HOXA11",2
"BP","GO:0060536","cartilage morphogenesis","1/10","10/18870",0.00528805536617016,0.022343664080535,0.00934342117282645,"HOXA5",1
"BP","GO:0021603","cranial nerve formation","1/10","11/18870",0.00581547421274198,0.022343664080535,0.00934342117282645,"HOXA1",1
"BP","GO:0042118","endothelial cell activation","1/10","11/18870",0.00581547421274198,0.022343664080535,0.00934342117282645,"HOXA9",1
"BP","GO:0060272","embryonic skeletal joint morphogenesis","1/10","11/18870",0.00581547421274198,0.022343664080535,0.00934342117282645,"HOXA11",1
"BP","GO:0060433","bronchus development","1/10","11/18870",0.00581547421274198,0.022343664080535,0.00934342117282645,"HOXA5",1
"BP","GO:0060439","trachea morphogenesis","1/10","11/18870",0.00581547421274198,0.022343664080535,0.00934342117282645,"HOXA5",1
"BP","GO:0061140","lung secretory cell differentiation","1/10","11/18870",0.00581547421274198,0.022343664080535,0.00934342117282645,"HOXA5",1
"BP","GO:0007501","mesodermal cell fate specification","1/10","12/18870",0.00634264136147022,0.0239489389338272,0.0100146968865319,"HOXA11",1
"BP","GO:0002069","columnar/cuboidal epithelial cell maturation","1/10","13/18870",0.00686955691913205,0.0254988638184732,0.0106628269752808,"HOXA5",1
"BP","GO:0045605","negative regulation of epidermal cell differentiation","1/10","14/18870",0.00739622099246329,0.0265536458581879,0.0111039038195739,"HOXA7",1
"BP","GO:0045683","negative regulation of epidermis development","1/10","14/18870",0.00739622099246329,0.0265536458581879,0.0111039038195739,"HOXA7",1
"BP","GO:0033599","regulation of mammary gland epithelial cell proliferation","1/10","15/18870",0.00792263368816104,0.0275405837731312,0.0115166103737679,"HOXA5",1
"BP","GO:0072498","embryonic skeletal joint development","1/10","15/18870",0.00792263368816104,0.0275405837731312,0.0115166103737679,"HOXA11",1
"BP","GO:0001710","mesodermal cell fate commitment","1/10","17/18870",0.00897470537324474,0.0302378534883169,0.0126445241695918,"HOXA11",1
"BP","GO:0060644","mammary gland epithelial cell differentiation","1/10","17/18870",0.00897470537324474,0.0302378534883169,0.0126445241695918,"HOXA5",1
"BP","GO:0060576","intestinal epithelial cell development","1/10","18/18870",0.0095003645758257,0.0315239370016035,0.0131823240525811,"HOXA5",1
"BP","GO:0060438","trachea development","1/10","19/18870",0.010025772827165,0.0320924127943532,0.0134200428411859,"HOXA5",1
"BP","GO:0032332","positive regulation of chondrocyte differentiation","1/10","20/18870",0.01055093023376,0.0320924127943532,0.0134200428411859,"HOXA11",1
"BP","GO:0045655","regulation of monocyte differentiation","1/10","20/18870",0.01055093023376,0.0320924127943532,0.0134200428411859,"HOXA7",1
"BP","GO:0060216","definitive hemopoiesis","1/10","20/18870",0.01055093023376,0.0320924127943532,0.0134200428411859,"HOXA9",1
"BP","GO:0060749","mammary gland alveolus development","1/10","20/18870",0.01055093023376,0.0320924127943532,0.0134200428411859,"HOXA5",1
"BP","GO:0061377","mammary gland lobule development","1/10","20/18870",0.01055093023376,0.0320924127943532,0.0134200428411859,"HOXA5",1
"BP","GO:0001759","organ induction","1/10","23/18870",0.0121248984494801,0.0363746953484402,0.0152107594103066,"HOXA11",1
"BP","GO:0002070","epithelial cell maturation","1/10","24/18870",0.0126490535412986,0.0368744199086417,0.015419728584724,"HOXA5",1
"BP","GO:0090103","cochlea morphogenesis","1/10","24/18870",0.0126490535412986,0.0368744199086417,0.015419728584724,"HOXA1",1
"BP","GO:0060562","epithelial tube morphogenesis","2/10","334/18870",0.012796602342725,0.0368744199086417,0.015419728584724,"HOXA5/HOXA11",2
"BP","GO:0033598","mammary gland epithelial cell proliferation","1/10","26/18870",0.0136966128926705,0.0389553016038292,0.016289888197708,"HOXA5",1
"BP","GO:0003156","regulation of animal organ formation","1/10","28/18870",0.0147431718425696,0.0398611683150955,0.0166686933112872,"HOXA11",1
"BP","GO:0060479","lung cell differentiation","1/10","28/18870",0.0147431718425696,0.0398611683150955,0.0166686933112872,"HOXA5",1
"BP","GO:0060487","lung epithelial cell differentiation","1/10","28/18870",0.0147431718425696,0.0398611683150955,0.0166686933112872,"HOXA5",1
"BP","GO:0060575","intestinal epithelial cell differentiation","1/10","28/18870",0.0147431718425696,0.0398611683150955,0.0166686933112872,"HOXA5",1
"BP","GO:0060441","epithelial tube branching involved in lung morphogenesis","1/10","30/18870",0.0157887312403012,0.0421674651417801,0.0176331144788987,"HOXA5",1
"BP","GO:0060795","cell fate commitment involved in formation of primary germ layer","1/10","32/18870",0.0168332919345391,0.043886796829334,0.0183520851917907,"HOXA11",1
"BP","GO:0061036","positive regulation of cartilage development","1/10","32/18870",0.0168332919345391,0.043886796829334,0.0183520851917907,"HOXA11",1
"BP","GO:0002063","chondrocyte development","1/10","33/18870",0.0173551980328854,0.0444889908563446,0.0186039038909011,"HOXA11",1
"BP","GO:0031128","developmental induction","1/10","34/18870",0.0178768547733257,0.0444889908563446,0.0186039038909011,"HOXA11",1
"BP","GO:0048333","mesodermal cell differentiation","1/10","34/18870",0.0178768547733257,0.0444889908563446,0.0186039038909011,"HOXA11",1
"BP","GO:0060351","cartilage development involved in endochondral bone morphogenesis","1/10","34/18870",0.0178768547733257,0.0444889908563446,0.0186039038909011,"HOXA11",1
"BP","GO:0030224","monocyte differentiation","1/10","35/18870",0.0183982622617667,0.0447691048369655,0.0187210387926749,"HOXA7",1
"BP","GO:0110110","positive regulation of animal organ morphogenesis","1/10","35/18870",0.0183982622617667,0.0447691048369655,0.0187210387926749,"HOXA11",1
"BP","GO:0010092","specification of animal organ identity","1/10","36/18870",0.0189194206040751,0.0455313528823347,0.0190397870740837,"HOXA11",1
"BP","GO:0003016","respiratory system process","1/10","39/18870",0.0204814018122943,0.0487546412705701,0.0203876654195607,"HOXA5",1
"BP","GO:0001953","negative regulation of cell-matrix adhesion","1/10","40/18870",0.0210015646279639,0.0489291771651499,0.0204606508693489,"HOXA7",1
"BP","GO:0045616","regulation of keratinocyte differentiation","1/10","40/18870",0.0210015646279639,0.0489291771651499,0.0204606508693489,"HOXA7",1
"MF","GO:0001228","DNA-binding transcription activator activity, RNA polymerase II-specific","5/8","471/18496",5.51125418977379e-07,1.43678726433566e-06,6.04963058667645e-07,"HOXA5/HOXA1/HOXA10/HOXA9/HOXA7",5
"MF","GO:0001216","DNA-binding transcription activator activity","5/8","475/18496",5.74714905734263e-07,1.43678726433566e-06,6.04963058667645e-07,"HOXA5/HOXA1/HOXA10/HOXA9/HOXA7",5
"MF","GO:0071837","HMG box domain binding","1/8","13/18496",0.00561008373789196,0.00935013956315326,0.00393690086869611,"HOXA3",1
