"category","subcategory","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"Organismal Systems","Sensory system","hsa04740","Olfactory transduction","9/44","454/9521",0.00018769681383197,0.0165173196172133,0.0158060474805869,"126370/26716/219958/128366/391192/26531/391109/81099/391190",9
