"category","subcategory","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"Organismal Systems","Sensory system","hsa04740","Olfactory transduction","12/13","454/9521",1.49524923399215e-15,4.48574770197644e-15,3.14789312419399e-15,"219865/283162/283160/283159/219858/390275/26497/390271/26493/26494/1260/26595",12
