__glayCluster,name,selected,shared name
129,RP11-430C1.1,False,RP11-430C1.1
129,GPR123-AS1,False,GPR123-AS1
129,RP1-101G11.3,False,RP1-101G11.3
129,SPATA31D1,False,SPATA31D1
129,GOLGA6L2,False,GOLGA6L2
129,RP11-627H22.5,False,RP11-627H22.5
129,HSP90AB7P,False,HSP90AB7P
129,HPVC1,False,HPVC1
129,GOLGA6L6,False,GOLGA6L6
129,RP11-139I14.2,False,RP11-139I14.2
129,C1orf68,False,C1orf68
129,SPATA31E1,False,SPATA31E1
129,SLC4A1APP2,False,SLC4A1APP2
129,LARP1BP1,False,LARP1BP1
129,LINC01247,False,LINC01247
26,GJD2,False,GJD2
129,RTP1,False,RTP1
26,RP11-688I9.5,False,RP11-688I9.5
129,CHIA,False,CHIA
129,RP11-70F11.8,False,RP11-70F11.8
129,OR6P1,False,OR6P1
129,MTND2P33,False,MTND2P33
129,MTND5P8,False,MTND5P8
129,LA16c-60D12.2,False,LA16c-60D12.2
129,SPATA31A7,False,SPATA31A7
129,CLLU1,False,CLLU1
26,PRKRIRP8,False,PRKRIRP8
129,HTN1,False,HTN1
129,LINC00559,False,LINC00559
129,TMEM239,False,TMEM239
129,RP11-646E18.4,False,RP11-646E18.4
129,RP11-326K13.3,False,RP11-326K13.3
129,RP11-756P10.2,False,RP11-756P10.2
129,RP11-474D1.3,False,RP11-474D1.3
129,OR2L3,False,OR2L3
129,RP11-78H18.2,False,RP11-78H18.2
129,NLRP9,False,NLRP9
129,MTND1P2,False,MTND1P2
120,ETV3L,False,ETV3L
129,CRX,False,CRX
129,RP11-189E14.4,False,RP11-189E14.4
129,SLC10A2,False,SLC10A2
129,HNRNPA1P38,False,HNRNPA1P38
129,LINC00837,False,LINC00837
129,LINC00703,False,LINC00703
129,RP11-544P1.3,False,RP11-544P1.3
129,MTND1P28,False,MTND1P28
129,AC068279.3,False,AC068279.3
129,CDH9,False,CDH9
129,NOL8P1,False,NOL8P1
129,AC008132.15,False,AC008132.15
129,OR11A1,False,OR11A1
129,RP11-113D6.10,False,RP11-113D6.10
129,AC005235.1,False,AC005235.1
129,CTD-3145H4.1,False,CTD-3145H4.1
129,MTND4P8,False,MTND4P8
129,LINC01460,False,LINC01460
129,RGPD4-AS1,False,RGPD4-AS1
129,RP11-966I7.2,False,RP11-966I7.2
129,LINC00836,False,LINC00836
129,MIR7515HG,False,MIR7515HG
129,C1orf141,False,C1orf141
129,MAPK6PS2,False,MAPK6PS2
129,RP11-597A11.4,False,RP11-597A11.4
26,CTD-3046C4.1,False,CTD-3046C4.1
129,BPESC1,False,BPESC1
129,RP11-267C16.1,False,RP11-267C16.1
129,TMPRSS11BNL,False,TMPRSS11BNL
129,RP11-91I20.3,False,RP11-91I20.3
129,LINC00838,False,LINC00838
129,TMCC1P1,False,TMCC1P1
129,MTND1P7,False,MTND1P7
129,CTD-2144E22.9,False,CTD-2144E22.9
129,TPD52L3,False,TPD52L3
26,RP11-577N1.2,False,RP11-577N1.2
26,NEUROD6,False,NEUROD6
129,C10orf53,False,C10orf53
129,NEUROD1,False,NEUROD1
129,SPATA31D2P,False,SPATA31D2P
129,KIF2B,False,KIF2B
129,RP11-344P13.3,False,RP11-344P13.3
129,MIR124-2HG,False,MIR124-2HG
129,RP11-989E6.10,False,RP11-989E6.10
129,SPATA31D5P,False,SPATA31D5P
129,RP11-25D10.2,False,RP11-25D10.2
129,RP11-946L20.1,False,RP11-946L20.1
129,LINC01299,False,LINC01299
129,PPP1R3A,False,PPP1R3A
129,RP11-1217F2.7,False,RP11-1217F2.7
8,SNORA57,False,SNORA57
8,SNORA43,False,SNORA43
8,SNORA46,False,SNORA46
8,SNORA45A,False,SNORA45A
8,SNORA38B,False,SNORA38B
8,SNORA31,False,SNORA31
8,SNORA18,False,SNORA18
8,SNORA7B,False,SNORA7B
8,SNORD10,False,SNORD10
8,SNORA71B,False,SNORA71B
8,SNORA76A,False,SNORA76A
8,SNORD3C,False,SNORD3C
8,SNORA52,False,SNORA52
8,SNORD3A,False,SNORD3A
8,SNORA6,False,SNORA6
8,SNORA64,False,SNORA64
8,SNORD22,False,SNORD22
8,SNORA26,False,SNORA26
8,SNORA21,False,SNORA21
8,SNORA68,False,SNORA68
8,SNORA71D,False,SNORA71D
8,SNORA16A,False,SNORA16A
8,SNORA7A,False,SNORA7A
8,SNORD15A,False,SNORD15A
8,SNORA48,False,SNORA48
8,SNORA10,False,SNORA10
8,SNORA24,False,SNORA24
8,SNORD94,False,SNORD94
8,SNORA9,False,SNORA9
8,SNORA74,False,SNORA74
8,SNORA27,False,SNORA27
8,SNORA38,False,SNORA38
129,RP5-856G1.2,False,RP5-856G1.2
129,KB-1592A4.14,False,KB-1592A4.14
26,GABRA4,False,GABRA4
129,LRRC74B,False,LRRC74B
129,ACTR3BP2,False,ACTR3BP2
129,AC011525.2,False,AC011525.2
209,LINC01378,False,LINC01378
129,RP11-383M4.6,False,RP11-383M4.6
26,MMD2,False,MMD2
26,C1orf87,False,C1orf87
129,RP11-744K17.1,False,RP11-744K17.1
129,RP11-263G22.1,False,RP11-263G22.1
129,CTA-929C8.6,False,CTA-929C8.6
26,SLC17A6,False,SLC17A6
26,JAZF1-AS1,False,JAZF1-AS1
129,CNPY1,False,CNPY1
129,AC007326.10,False,AC007326.10
26,CTC-304I17.1,False,CTC-304I17.1
129,C2orf78,False,C2orf78
129,RP11-544D21.2,False,RP11-544D21.2
129,HTR5A-AS1,False,HTR5A-AS1
129,RP11-513O17.3,False,RP11-513O17.3
129,MOBP,False,MOBP
26,RP11-113E21.3,False,RP11-113E21.3
129,PABPC1P13,False,PABPC1P13
129,AP000235.2,False,AP000235.2
26,C11orf87,False,C11orf87
129,RP11-491F9.2,False,RP11-491F9.2
129,AC004112.7,False,AC004112.7
129,OR10K1,False,OR10K1
129,RP11-36D19.9,False,RP11-36D19.9
129,MUC22,False,MUC22
129,MAS1,False,MAS1
129,MAPK6PS4,False,MAPK6PS4
129,PROL1,False,PROL1
129,AP005901.1,False,AP005901.1
129,RP1-274L7.4,False,RP1-274L7.4
26,CTAGE14P,False,CTAGE14P
129,XIRP2,False,XIRP2
129,AC073869.7,False,AC073869.7
129,RP11-233E12.2,False,RP11-233E12.2
129,RP11-1437A8.4,False,RP11-1437A8.4
129,RP11-538C21.2,False,RP11-538C21.2
129,TRIM64B,False,TRIM64B
129,GABRA6,False,GABRA6
129,C2orf91,False,C2orf91
129,MTND5P18,False,MTND5P18
54,AC079466.1,False,AC079466.1
129,BPIFA3,False,BPIFA3
129,MTND2P8,False,MTND2P8
129,LINC00906,False,LINC00906
129,RP11-300M24.1,False,RP11-300M24.1
129,ANKRD20A19P,False,ANKRD20A19P
129,RP1-153P14.7,False,RP1-153P14.7
129,POTEH-AS1,False,POTEH-AS1
129,OR2L6P,False,OR2L6P
129,RP11-301G19.1,False,RP11-301G19.1
129,KPRP,False,KPRP
26,RP11-805I24.3,False,RP11-805I24.3
129,TINAG,False,TINAG
26,ERICH3-AS1,False,ERICH3-AS1
129,AC009234.1,False,AC009234.1
129,C10orf71,False,C10orf71
129,RP11-488I20.9,False,RP11-488I20.9
129,RP11-306B9.1,False,RP11-306B9.1
129,RP3-412A9.17,False,RP3-412A9.17
48,OR8G5,False,OR8G5
48,TCHHL1,False,TCHHL1
129,RP11-1070N10.5,False,RP11-1070N10.5
129,RP4-671O14.7,False,RP4-671O14.7
48,LINC00442,False,LINC00442
48,RP3-407E4.3,False,RP3-407E4.3
129,RP11-397A16.3,False,RP11-397A16.3
129,LA16c-60D12.1,False,LA16c-60D12.1
129,RP11-91I8.2,False,RP11-91I8.2
48,XAGE1B,False,XAGE1B
26,SBF1P1,False,SBF1P1
26,POU3F4,False,POU3F4
26,PABPC1L2A,False,PABPC1L2A
26,RPH3A,False,RPH3A
26,CTD-2001J20.1,False,CTD-2001J20.1
26,NEFM,False,NEFM
129,LINC00550,False,LINC00550
26,GABRA1,False,GABRA1
26,HTR5A,False,HTR5A
26,GRID2,False,GRID2
26,LINC00320,False,LINC00320
26,LINC00901,False,LINC00901
129,PHOX2B,False,PHOX2B
26,RP11-595O22.1,False,RP11-595O22.1
26,UNC5D,False,UNC5D
129,RP11-16E18.1,False,RP11-16E18.1
26,DPP6,False,DPP6
129,KB-1410C5.2,False,KB-1410C5.2
26,GABRG2,False,GABRG2
26,TMEM196,False,TMEM196
129,AC104623.1,False,AC104623.1
26,PPP1R17,False,PPP1R17
26,RP11-438B23.2,False,RP11-438B23.2
26,CLVS2,False,CLVS2
26,CTC-525D6.3,False,CTC-525D6.3
26,AC078842.4,False,AC078842.4
26,PCDH15,False,PCDH15
26,SLC6A5,False,SLC6A5
26,RP11-490G2.2,False,RP11-490G2.2
26,HNRNPA1P42,False,HNRNPA1P42
26,SYT14,False,SYT14
26,LINC01102,False,LINC01102
26,RP11-531A24.3,False,RP11-531A24.3
26,RP11-390M11.1,False,RP11-390M11.1
26,RP11-509P12.1,False,RP11-509P12.1
26,OR2C3,False,OR2C3
26,RP3-326L13.2,False,RP3-326L13.2
26,RP11-71N10.1,False,RP11-71N10.1
26,LHFPL3,False,LHFPL3
26,TMEM212,False,TMEM212
26,LINC01159,False,LINC01159
26,UNC13C,False,UNC13C
26,C6orf10,False,C6orf10
26,RALYL,False,RALYL
129,RP1-217P22.2,False,RP1-217P22.2
129,MTND2P18,False,MTND2P18
129,LINC00971,False,LINC00971
129,RP11-278H7.5,False,RP11-278H7.5
129,AC112198.1,False,AC112198.1
