GEN1,GEN2
MTND2P7,RP11-299H22.1
MTND2P7,MTND2P4
MTND2P7,RP3-449H6.2
MTND2P7,TCP10
MTND2P7,SLC4A1APP2
MTND2P7,SPATA31B1P
MTND2P7,CRX
MTND2P7,RP11-189E14.4
MTND2P7,SLC10A2
MTND2P7,OR2H1
MTND2P7,HNRNPA1P38
MTND2P7,AC068137.5
MTND2P7,PRNT
MTND2P7,MTND1P28
MTND2P7,LINC00977
MTND2P7,REG1P
MTND2P7,MUC17
MTND2P7,MTND5P30
MTND2P7,LINC01007
MTND2P7,PABPC1P6
MTND2P7,MTND2P6
MTND2P7,OR11A1
MTND2P7,RP5-991O23.1
MTND2P7,AC005235.1
MTND2P7,ADAM30
MTND2P7,C1orf140
MTND2P7,OPALIN
MTND2P7,MTND5P17
MTND2P7,MTND4P8
MTND2P7,RP11-475J5.5
MTND2P7,AC006548.28
MTND2P7,ATP1B4
MTND2P7,RP11-25D10.2
MTND2P7,MIR7515HG
MTND2P7,C19orf84
MTND2P7,CTD-2320B12.1
MTND2P7,RP11-1086I4.2
MTND2P7,LINC00841
MTND2P7,CTC-281M20.1
MTND2P7,AC008103.4
MTND2P7,MAPK6PS2
MTND2P7,MTND5P6
MTND2P7,RP11-238K6.1
MTND2P7,RP11-861E23.2
MTND2P7,MTND2P33
MTND2P7,CYLC1
MTND2P7,MTND5P7
MTND2P7,DNAJB8
MTND2P7,MTND4P5
MTND2P7,RP11-233E12.2
MTND2P7,SPATA31A7
MTND2P7,CLLU1
MTND2P7,LINC00608
MTND2P7,LINC01206
MTND2P7,EIF4BP4
MTND2P7,RP11-5A1.1
MTND2P7,RP11-144L1.4
MTND2P7,TMCC1P1
MTND2P7,MTND2P22
MTND2P7,AC011518.1
MTND2P7,RP11-46E17.8
MTND2P7,MTND1P7
MTND2P7,THRAP3P1
MTND2P7,RP11-434D2.3
MTND2P7,TPD52L3
MTND2P7,AC114776.3
MTND2P7,MTND2P9
MTND2P7,LINC01516
MTND2P7,GABRR3
MTND2P7,KB-1568E2.1
MTND2P7,MTND2P20
MTND2P7,REXO1L1P
MTND2P7,RP11-666G4.1
MTND2P7,CTD-2351A16.1
MTND2P7,OR1I1
MTND2P7,LINC00550
MTND2P7,RP3-333B15.4
MTND2P7,SPATA31D5P
MTND2P7,CTB-43I4.1
MTND2P7,RP11-946L20.1
MTND2P7,RP11-544P1.3
MTND2P7,MAPK6PS4
MTND2P7,RP11-67H2.1
MTND2P7,PPP1R3A
MTND2P7,RP3-416J7.5
MTND2P7,RP1-101G11.3
MTND2P7,RP11-627H22.5
MTND2P7,HSP90AB7P
MTND2P7,RP11-626I20.3
MTND2P7,HPVC1
MTND2P7,AC008132.15
MTND2P7,OR6P1
MTND2P7,ACTR3BP2
MTND2P7,LINC00700
MTND2P7,CTD-2207A17.1
MTND2P7,NEFMP1
MTND2P7,FGF4
MTND2P7,RP11-340L3.1
MTND2P7,RP5-921G16.1
MTND2P7,RP11-45K10.2
MTND2P7,RP11-280G9.1
MTND2P7,MTND5P27
MTND2P7,LINC00971
MTND2P7,RP11-16E18.1
MTND2P7,MTND5P23
MTND2P7,LINC00836
MTND2P7,CYLC2
MTND2P7,RP5-905H7.11
MTND2P7,FLJ45079
MTND2P7,MTND5P13
MTND2P7,MTATP6P4
MTND2P7,AC105342.1
MTND2P7,OPN5
MTND2P7,CTA-212A2.3
MTND2P7,RP11-491F9.3
MTND2P7,MTND5P3
MTND2P7,BPESC1
MTND2P7,RP11-278H7.5
MTND2P7,RP4-815D20.1
RP11-646E18.4,RP11-753D20.4
RP11-646E18.4,LINC01247
RP11-646E18.4,PABPC1P13
RP11-646E18.4,RP11-544D21.2
RP11-646E18.4,RP11-144L1.4
GOLGA6L2,PABPC1P13
GOLGA6L2,MTND5P3
GOLGA6L2,MTND5P13
GOLGA6L2,LINC01247
GOLGA6L2,KNCN
GOLGA6L2,RP4-668E10.4
GOLGA6L2,RP11-753D20.4
GOLGA6L2,RP11-144L1.4
GOLGA6L2,NEUROD1
GOLGA6L2,CTC-525D6.3
GOLGA6L2,MAPK6PS2
GOLGA6L2,LINC00841
GOLGA6L2,EIF4BP4
GOLGA6L2,MIR124-2HG
GOLGA6L2,C1orf68
MTND2P20,MTATP6P4
MTND2P20,AC011518.1
MTND2P20,AC079776.3
MTND2P20,GABRA6
MTND2P20,CTA-212A2.3
MTND2P20,HTN1
MTND2P20,MTND5P3
MTND2P20,RP11-846F4.6
MTND2P20,RP11-677O4.2
MTND2P20,RP11-566K19.12
MTND2P20,BOD1L2
MTND2P20,MTND5P29
MTND2P20,RP11-113I24.1
MTND2P20,AL022344.5
MTND2P20,MTND2P8
MTND2P20,AC007682.1
MTND2P20,RP11-334E15.1
MTND2P20,RP11-753D20.4
MTND2P20,RP5-865N13.1
MTND2P20,MTND4P27
MTND2P20,KIR3DX1
MTND2P20,FOXR2
MTND2P20,RP11-666G4.1
MTND2P20,RP11-299H22.1
MTND2P20,RP11-513O17.3
MTND2P20,OR1I1
MTND2P20,RP1-217P22.2
MTND2P20,RP11-417J1.3
MTND2P20,SLC4A1APP2
MTND2P20,TINAG
MTND2P20,MTND1P2
MTND2P20,ZNF806
MTND2P20,SPATA31B1P
MTND2P20,HNRNPA3P13
MTND2P20,RP11-189E14.4
MTND2P20,SLC10A2
MTND2P20,OR2H1
MTND2P20,OR1S2
MTND2P20,HNRNPA1P38
MTND2P20,SMIM21
MTND2P20,RP11-544P1.3
MTND2P20,AC068137.5
MTND2P20,SSX2B
MTND2P20,RP11-143A12.3
MTND2P20,PRNT
MTND2P20,MTND1P28
MTND2P20,RP11-391J13.1
MTND2P20,RP11-67H2.1
MTND2P20,REG1P
MTND2P20,MAN1A2P1
MTND2P20,RP11-760D2.11
MTND2P20,RP11-193H5.5
MTND2P20,RP11-624J12.1
MTND2P20,RP11-626I20.3
MTND2P20,MUC17
MTND2P20,GS1-519E5.1
MTND2P20,MTND5P30
MTND2P20,LINC01007
MTND2P20,ACTR3BP2
MTND2P20,OR10K1
MTND2P20,MTND2P6
MTND2P20,OR11A1
MTND2P20,KLK15
MTND2P20,RP11-101E19.4
MTND2P20,MTND5P17
MTND2P20,CTD-3145H4.1
MTND2P20,RP11-45K10.2
MTND2P20,MYADML
MTND2P20,KLK2
MTND2P20,FER1L6-AS1
MTND2P20,CTC-448F2.7
MTND2P20,RP11-81M19.1
MTND2P20,RP11-309H21.3
MTND2P20,MIR7515HG
MTND2P20,MTND1P15
MTND2P20,NEFHP1
MTND2P20,CTD-2320B12.1
MTND2P20,MTND5P13
MTND2P20,AC105342.1
MTND2P20,LINC00841
MTND2P20,CTC-281M20.1
MTND2P20,MAPK6PS2
MTND2P20,MTND5P6
MTND2P20,TMPRSS11BNL
MTND2P20,RP11-238K6.1
MTND2P20,RP11-475D12.2
MTND2P20,RP11-989E6.8
MTND2P20,VRTN
MTND2P20,DNAJB8
MTND2P20,MTND4P5
MTND2P20,RP11-233E12.2
MTND2P20,RP11-15B24.5
MTND2P20,RP11-474J18.1
MTND2P20,RP11-846F4.5
MTND2P20,LINC01247
MTND2P20,SPATA31A7
MTND2P20,LINC00608
MTND2P20,LINC01206
MTND2P20,EIF4BP4
MTND2P20,CTD-2309H9.2
MTND2P20,MTND5P19
MTND2P20,RP11-144L1.4
MTND2P20,TMCC1P1
MTND2P20,RP11-475J5.6
MTND2P20,MTND2P22
MTND2P20,TRIM64B
MTND2P20,THRAP3P1
MTND2P20,TPD52L3
MTND2P20,KLK3
MTND2P20,AC114776.3
MTND2P20,SLC39A12-AS1
MTND2P20,RP11-2A4.4
MTND2P20,MTND2P9
MTND2P20,OR10R3P
MTND2P20,C10orf53
MTND2P20,GABRR3
MTND2P20,KB-1568E2.1
MTND2P20,SPATA31D2P
MTND2P20,PABPC1P6
MTND2P20,RP5-991O23.1
MTND2P20,KIF2B
MTND2P20,ERVMER61-1
MTND2P20,MIR124-2HG
MTND2P20,LINC00550
MTND2P20,KPRP
MTND2P20,OR2C3
MTND2P20,RP3-333B15.4
MTND2P20,ATP1B4
MTND2P20,SPATA31D5P
MTND2P20,LINC00837
MTND2P20,MUC22
MTND2P20,RP11-112N13.1
MTND2P20,LINC01299
MTND2P20,PPP1R3A
MTND2P20,RP11-430C1.1
MTND2P20,RP11-627H22.5
MTND2P20,HSP90AB7P
MTND2P20,HPVC1
MTND2P20,LINC01360
MTND2P20,OR6P1
MTND2P20,LINC00320
MTND2P20,RP11-56L13.1
MTND2P20,LINC00700
MTND2P20,CTD-2207A17.1
MTND2P20,RP4-760C5.5
MTND2P20,PASD1
MTND2P20,ANHX
MTND2P20,MTND4P4
MTND2P20,NEFMP1
MTND2P20,FGF4
MTND2P20,MTND5P7
MTND2P20,RP5-921G16.1
MTND2P20,LA16c-60D12.2
MTND2P20,RP11-897M7.2
MTND2P20,RP11-36D19.9
MTND2P20,MTND5P27
MTND2P20,AC079248.1
MTND2P20,RP11-16E18.1
MTND2P20,RP11-517M22.1
MTND2P20,MTND5P23
MTND2P20,RP11-1437A8.4
MTND2P20,CYLC2
MTND2P20,FAM230C
MTND2P20,RP11-263G22.1
MTND2P20,RP11-5A1.1
MTND2P20,TISP43
MTATP6P4,MTND5P3
MTATP6P4,RP11-5A1.1
HTR5A-AS1,MTND5P13
HTR5A-AS1,LINC01247
HTR5A-AS1,SLC4A1APP2
HTR5A-AS1,RP4-668E10.4
HTR5A-AS1,MIR124-2HG
HTR5A-AS1,RP11-593P24.2
HTR5A-AS1,EIF4BP4
HTR5A-AS1,RP11-144L1.4
HTR5A-AS1,KNCN
HTR5A-AS1,HTR5A
HTR5A-AS1,CTC-525D6.3
HTR5A-AS1,RP11-340L3.1
RP11-677O4.2,RP11-63H19.2
RP11-677O4.2,LINC00841
RP11-677O4.2,MAPK6PS2
RP11-677O4.2,KIR2DL3
RP11-677O4.2,RP11-5A1.1
RP11-677O4.2,RP11-753D20.4
RP11-677O4.2,C1orf68
RP11-677O4.2,RP11-340L3.1
RP11-677O4.2,MTND5P13
RP11-677O4.2,MTND5P3
RP11-677O4.2,RP11-544D21.2
RP11-677O4.2,KLKP1
RP11-677O4.2,LINC01247
RP11-677O4.2,EIF4BP4
RP11-677O4.2,RP11-144L1.4
RP11-677O4.2,PABPC1P13
RP11-677O4.2,SLC4A1APP2
RP11-677O4.2,NEUROD1
RP11-63H19.2,KLK15
RP11-63H19.2,RP11-101E19.4
RP11-63H19.2,MTND5P17
RP11-63H19.2,MYADML
RP11-63H19.2,AC006548.28
RP11-63H19.2,RP11-1217F2.13
RP11-63H19.2,MIR7515HG
RP11-63H19.2,CYLC2
RP11-63H19.2,RP11-1217F2.9
RP11-63H19.2,CTD-2320B12.1
RP11-63H19.2,AC105342.1
RP11-63H19.2,SLC17A6
RP11-63H19.2,MTND5P3
RP11-63H19.2,ARHGAP42P4
RP11-63H19.2,MTND5P6
RP11-63H19.2,RP11-475D12.2
RP11-63H19.2,RP11-566K19.12
RP11-63H19.2,BOD1L2
RP11-63H19.2,RP11-544D21.2
RP11-63H19.2,ZIM3
RP11-63H19.2,MTND4P5
RP11-63H19.2,RP5-865N13.1
RP11-63H19.2,HNRNPA3P16
RP11-63H19.2,RP11-846F4.5
RP11-63H19.2,RP11-513O17.3
RP11-63H19.2,MTND5P19
RP11-63H19.2,RP11-144L1.4
RP11-63H19.2,PABPC1P13
RP11-63H19.2,SLC4A1APP2
RP11-63H19.2,TPD52L3
RP11-63H19.2,OTX2-AS1
RP11-63H19.2,LINC00682
RP11-63H19.2,OR10R3P
RP11-63H19.2,C10orf53
RP11-63H19.2,RP11-760D2.11
RP11-63H19.2,GABRR3
RP11-63H19.2,AC073065.3
RP11-63H19.2,MTND5P30
RP11-63H19.2,SPATA31D2P
RP11-63H19.2,REXO1L1P
RP11-63H19.2,PABPC1P6
RP11-63H19.2,AC004112.7
RP11-63H19.2,RP5-991O23.1
RP11-63H19.2,MC2R
RP11-63H19.2,CPLX4
RP11-63H19.2,SPATA31D5P
RP11-63H19.2,LINC00343
RP11-63H19.2,RP11-946L20.1
RP11-63H19.2,LL22NC03-22D1.1
RP11-63H19.2,MTND1P15
RP11-63H19.2,LINC01153
RP11-63H19.2,MTND5P24
RP11-63H19.2,RP11-56L13.1
RP11-63H19.2,PROL1
RP11-63H19.2,CCDC11P1
RP11-63H19.2,RP11-691G17.1
RP11-63H19.2,RP5-921G16.1
RP11-63H19.2,AC079248.1
RP11-63H19.2,MTND5P23
RP11-63H19.2,RP11-593P24.2
RP11-63H19.2,RP11-5A1.1
RP11-63H19.2,DDX10P2
RP11-63H19.2,HTN1
RP11-63H19.2,LINC00559
RP11-63H19.2,AC114776.3
RP11-63H19.2,LINC01452
RP11-63H19.2,MTND2P9
RP11-63H19.2,RP11-756P10.2
RP11-63H19.2,RP11-846F4.6
RP11-63H19.2,BPIFA3
RP11-63H19.2,USP29
RP11-63H19.2,AL022344.5
RP11-63H19.2,FOXR2
RP11-63H19.2,MUC7
RP11-63H19.2,RP11-744K17.2
RP11-63H19.2,OR1S2
RP11-63H19.2,HNRNPA1P38
RP11-63H19.2,LINC00837
RP11-63H19.2,AC009299.4
RP11-63H19.2,AC068137.5
RP11-63H19.2,PRNT
RP11-63H19.2,MAN1A2P1
RP11-63H19.2,PRR27
RP11-63H19.2,AC008132.15
RP11-63H19.2,LINC01007
RP11-63H19.2,RP11-397A16.3
RP11-63H19.2,OR10K1
RP11-63H19.2,MTND2P6
RP11-63H19.2,HHLA1
RP11-63H19.2,LINC00700
SNX18P9,ANKRD20A4
SNX18P9,FAM95B1
FAM99A,SLC2A2
FAM99A,CPN1
FAM99A,A1CF
FAM99A,UGT2A3
FAM99A,CPN2
FAM99A,ASGR2
FAM99A,ALDOB
FAM99A,UGT1A9
FAM99A,HNF4A
FAM99A,APCS
FAM99A,PLA2G12B
FAM99A,C9
FAM99A,CCL16
FAM99A,LINC00261
FAM99A,CYP1A2
FAM99A,SLC39A5
FAM99A,DPYS
FAM99A,FGF23
FAM99A,SLC22A7
FAM99A,RP11-622A1.2
FAM99A,RP11-1151B14.3
FAM99A,AHSG
FAM99A,HRG
FAM99A,C3P1
FAM99A,FABP1
FAM99A,CFHR2
FAM99A,NR0B2
FAM99A,ACOT12
FAM99A,NR1H4
FAM99A,ASGR1
FAM99A,ABCG5
FAM99A,HAO1
FAM99A,BAAT
FAM99A,TTR
FAM99A,ACSM2B
FAM99A,DAO
FAM99A,CYP4F3
FAM99A,GLYAT
FAM99A,F11
FAM99A,LPA
FAM99A,UGT1A4
FAM99A,SULT2A1
FAM99A,AGXT
FAM99A,CRP
FAM99A,CYP2C9
FAM99A,APOA4
FAM99A,PLG
FAM99A,SLC17A1
FAM99A,F9
FAM99A,INHBC
FAM99A,GC
FAM99A,KNG1
FAM99A,GDF2
FAM99A,CYP4A11
FAM99A,AC010872.1
FAM99A,GCGR
FAM99A,G6PC
FAM99A,SLC13A5
FAM99A,SERPINA7
FAM99A,UGT2B10
FAM99A,CYP4F2
FAM99A,AGXT2
FAM99A,MBL2
FAM99A,FYTTD1P1
FAM99A,UGT1A1
FAM99A,CLDN2
FAM99A,APOC3
FAM99A,PRODH2
FAM99A,CFHR5
FAM99A,CYP2B6
FAM99A,C8A
FAM99A,INS-IGF2
FAM99A,SLC17A3
FAM99A,ADH1A
FAM99A,TAT
FAM99A,RP11-116D2.1
FAM99A,APOA5
FAM99A,C8B
FAM99A,APOA2
FAM99A,APOH
FAM99A,SPP2
FAM99A,ACSM2A
FAM99A,TM4SF5
FAM99A,MOGAT3
SLC2A2,ALDOB
SLC2A2,C3P1
SLC2A2,HAO1
SLC2A2,GDF2
SLC2A2,PRODH2
SLC2A2,BHMT
HSPD1P3,RP11-325E14.2
HSPD1P3,RP11-475A13.1
HSPD1P3,RP11-309H21.3
HSPD1P3,RP11-489P6.1
RP11-325E14.2,RP11-5A1.1
TOX,RP11-25K19.1
RP4-555D20.1,RP4-555D20.2
RP1-217P22.2,MTND5P13
RP1-217P22.2,RP11-593P24.2
RP1-217P22.2,RP11-144L1.4
GDF2,HRG
GDF2,SLC22A25
GDF2,PRODH2
GDF2,CFHR5
GDF2,CYP2B6
GDF2,C8A
GDF2,INS-IGF2
GDF2,SLC17A3
GDF2,PON1
GDF2,RP11-116D2.1
GDF2,C8B
GDF2,SPP2
GDF2,ABCG5
GDF2,AC013275.2
GDF2,ACSM2A
GDF2,MOGAT3
GDF2,LINC01370
GDF2,DAO
GDF2,HNF1B
GDF2,UGT2A3
GDF2,UGT1A9
GDF2,HNF4A
GDF2,ITIH2
GDF2,PAQR9
GDF2,APCS
GDF2,PLA2G12B
GDF2,C9
GDF2,LECT2
GDF2,CYP1A2
GDF2,F9
GDF2,MTND4P20
GDF2,SLC22A7
GDF2,AHSG
GDF2,FABP1
GDF2,BMP10
GDF2,AC010872.1
GDF2,G6PC
GDF2,SLC17A4
GDF2,HAO1
GDF2,TTR
GDF2,ANKS4B
GDF2,OR10J6P
GDF2,ACSM2B
GDF2,AKR1D1
GDF2,INHBE
GDF2,LIPC
GDF2,F11
GDF2,LPA
GDF2,CA5A
GDF2,SLC17A1
GDF2,CPN1
GDF2,A1CF
GDF2,SLC22A9
GDF2,NR1I2
GDF2,INHBC
GDF2,SERPIND1
GDF2,KNG1
GDF2,CCL15
GDF2,LINC00261
GDF2,SERPINA7
GDF2,CYP4F2
GDF2,CLRN3
GDF2,MBL2
GDF2,UGT1A1
GDF2,RP11-1151B14.3
HRG,ALDOB
HRG,C3P1
HRG,CYP4A11
HRG,HAO1
HRG,UGT1A4
HRG,RP11-372E1.4
HRG,PRODH2
HRG,BHMT
LINC00838,PABPC1P13
LINC00838,MAPK6PS2
LINC00838,SLC4A1APP2
LINC00838,LINC01247
LINC00838,MIR124-2HG
LINC00838,RP11-144L1.4
LINC00838,RP11-593P24.2
LINC00838,MTND5P3
LINC00838,EIF4BP4
LINC00838,RP4-668E10.4
LINC00838,RP11-753D20.4
PABPC1P13,RP11-475D12.2
PABPC1P13,MTND1P28
PABPC1P13,CDH9
PABPC1P13,RP3-416J7.5
PABPC1P13,REG1P
PABPC1P13,RP11-624J12.1
PABPC1P13,MUC17
PABPC1P13,AC011525.2
PABPC1P13,OR10R3P
PABPC1P13,CCDC11P1
PABPC1P13,AC006548.28
PABPC1P13,MTND5P23
PABPC1P13,CYLC2
PABPC1P13,LINC01206
PABPC1P13,CTC-281M20.1
PABPC1P13,CTB-22K14.1
PABPC1P13,RP4-815D20.1
PABPC1P13,RP11-756P10.2
PABPC1P13,RP11-313I2.5
PABPC1P13,RP1-228P16.9
PABPC1P13,PROL1
PABPC1P13,RP5-865N13.1
PABPC1P13,GOLGA8G
PABPC1P13,USP29
PABPC1P13,FOXR2
PABPC1P13,MTND5P19
PABPC1P13,LINC00052
PABPC1P13,TRPM1
PABPC1P13,RP11-577N1.2
PABPC1P13,CTB-186H2.3
PABPC1P13,RP11-138B9.1
PABPC1P13,RP11-101E19.4
PABPC1P13,RP11-593P24.2
PABPC1P13,MTND5P3
PABPC1P13,CTD-2320B12.1
PABPC1P13,MTND5P30
PABPC1P13,EIF4BP4
PABPC1P13,SPATA31D2P
PABPC1P13,REXO1L1P
PABPC1P13,PABPC1P6
PABPC1P13,FLJ33581
PABPC1P13,ATP1B4
PABPC1P13,LL22NC03-27C5.1
PABPC1P13,LINC01247
PABPC1P13,RP11-445O3.3
PABPC1P13,RP1-101G11.3
PABPC1P13,MTND2P33
PABPC1P13,RP11-691G17.1
PABPC1P13,AC079248.1
PABPC1P13,RP11-233E12.2
PABPC1P13,KNCN
PABPC1P13,GOLGA2P11
PABPC1P13,RP11-1437A8.4
PABPC1P13,RP4-668E10.4
PABPC1P13,RP11-897M7.2
PABPC1P13,RP11-753D20.4
PABPC1P13,LINC01007
PABPC1P13,RP11-144L1.4
PABPC1P13,AC114776.3
PABPC1P13,MTND2P9
PABPC1P13,NEUROD1
PABPC1P13,AL022344.5
PABPC1P13,RP11-692C23.1
PABPC1P13,MTND5P13
PABPC1P13,RP11-5A1.1
PABPC1P13,CTAGE13P
PABPC1P13,OR1I1
PABPC1P13,BOD1L2
PABPC1P13,RP11-301G19.1
PABPC1P13,KPRP
PEG3,ZIM2
ZIM2,ZIM2-AS1
CHIA,RP11-340L3.1
KNCN,SLC6A5
KNCN,NEFHP1
KNCN,GPR123-AS1
KNCN,CTD-2320B12.1
KNCN,RP1-101G11.3
KNCN,CACNG2
KNCN,RP11-1086I4.2
KNCN,CTC-281M20.1
KNCN,MYT1L-AS1
KNCN,PHOX2B
KNCN,CTA-992D9.8
KNCN,FGF4
KNCN,MTND5P7
KNCN,RP5-921G16.1
KNCN,DNAJB8
KNCN,MTND4P5
KNCN,AC079248.1
KNCN,SPATA31A7
KNCN,RP11-593P24.2
KNCN,LINC00608
KNCN,RP11-538C21.2
KNCN,RP11-144L1.4
KNCN,MTND2P22
KNCN,KCNG4
KNCN,RPH3A
KNCN,RP11-46E17.8
KNCN,RP11-434D2.3
KNCN,RP11-436K8.1
KNCN,OTX2-AS1
KNCN,RP11-753A21.2
KNCN,AC114776.3
KNCN,OR10R3P
KNCN,LINC01109
KNCN,RP11-692C23.1
KNCN,AC007682.1
KNCN,RP11-753D20.4
KNCN,TNP2
KNCN,OR1I1
KNCN,KPRP
KNCN,RP11-989E6.10
KNCN,ZNF806
KNCN,RP3-333B15.4
KNCN,RP11-189E14.4
KNCN,LINC00343
KNCN,LINC00703
KNCN,RP11-946L20.1
KNCN,RP11-67H2.1
KNCN,RP3-416J7.5
KNCN,MAN1A2P1
KNCN,OR4F7P
KNCN,RP11-624J12.1
KNCN,RP11-627H22.5
KNCN,HSP90AB7P
KNCN,HPVC1
KNCN,MUC17
KNCN,RP4-668E10.4
KNCN,OR6P1
KNCN,CTC-525D6.3
KNCN,RP4-760C5.5
KNCN,SLC22A8
KNCN,KLK15
KNCN,NEFMP1
KNCN,RP11-691G17.1
KNCN,CH17-351M24.1
KNCN,RP11-340L3.1
KNCN,CTAGE14P
KNCN,RP11-45K10.2
KNCN,RNASE9
KNCN,RP11-897M7.2
KNCN,RP11-932A10.1
KNCN,MTND5P23
KNCN,LINC00836
KNCN,MIR7515HG
KNCN,KB-1410C5.2
KNCN,RP11-1217F2.9
KNCN,MTND5P13
KNCN,BPESC1
KNCN,RP11-861E23.2
KNCN,RP4-815D20.1
KNCN,RP11-326K13.3
KNCN,RP11-566K19.12
KNCN,BOD1L2
KNCN,CTA-992D9.11
KNCN,SFTA3
KNCN,RP11-334E15.1
KNCN,RP5-865N13.1
KNCN,FOXR2
KNCN,LINC01247
KNCN,AC104623.1
KNCN,RP11-707A18.1
KNCN,EIF4BP4
KNCN,RP5-963E22.5
KNCN,TMCC1P1
KNCN,RP11-301G19.1
KNCN,RP11-475J5.6
KNCN,TCP10
KNCN,SLC4A1APP2
KNCN,RP11-461F11.2
KNCN,SLC10A2
KNCN,AC009234.1
KNCN,OR1S2
KNCN,HNRNPA1P38
KNCN,SMIM21
KNCN,RP11-613G13.1
KNCN,RP11-138B9.1
KNCN,RP11-2A4.4
KNCN,CACNG3
KNCN,LINC00682
KNCN,LL22NC03-27C5.1
KNCN,CTD-2516K3.3
KNCN,ARHGAP42P5
KNCN,FLJ33581
KNCN,MTND5P30
KNCN,HHLA1
KNCN,AC005235.1
KNCN,RP11-101E19.4
KNCN,CTA-342B11.3
KNCN,CTD-3145H4.1
KNCN,AC006548.28
KNCN,RP11-113E21.2
KNCN,MMD2
KNCN,ANKRD30BP2
SLC6A5,RP4-668E10.4
SLC6A5,EIF4BP4
SLC6A5,DGKK
SLC6A5,HTR5A
RP11-627H22.5,MTND5P3
RP11-627H22.5,RP11-340L3.1
RP11-627H22.5,CTB-12A17.2
RP11-627H22.5,RP11-753D20.4
RP11-627H22.5,RP11-144L1.4
RP11-627H22.5,MTND5P13
RP11-627H22.5,RP11-5A1.1
RP11-627H22.5,SLC4A1APP2
RP11-627H22.5,RP11-544D21.2
IGKV2-24,IGKV4-1
IGKV2-24,IGLV8-61
IGKV2-24,IGKV1D-39
IGKV2-24,IGHV1-58
IGKV2-24,IGHV3-72
IGKV2-24,IGLV4-69
IGKV2-24,IGKV1-5
IGKV2-24,IGHV4-34
IGKV2-24,IGHV3-15
IGKV2-24,IGKV2-28
IGKV2-24,IGKV3-20
IGKV2-24,IGKV3-15
IGKV2-24,IGHG2
IGKV2-24,IGLV1-51
IGKV2-24,IGKV3-11
IGKV2-24,IGKC
IGKV2-24,IGLV2-23
IGKV2-24,IGKV1-17
IGKV2-24,IGLC2
IGKV2-24,IGHV1-24
IGKV2-24,IGLV2-11
IGKV2-24,IGJ
IGKV2-24,IGKV1-6
IGKV2-24,IGHV3-23
IGKV2-24,IGLV2-14
IGKV2-24,IGHG3
IGKV4-1,IGHV1-46
IGKV4-1,IGLV1-40
IGKV4-1,IGHV1-2
IGKV4-1,IGKV3-20
IGKV4-1,IGLV2-23
IGKV4-1,IGHV3-48
POU3F4,RP11-340L3.1
UGT1A1,PRODH2
UGT1A1,C4BPA
UGT1A1,C3P1
UGT1A1,HAO1
UGT1A1,UGT1A4
UGT1A1,CYP4A11
PRODH2,PLGLA
PRODH2,SLC17A1
PRODH2,CPN1
PRODH2,ABCB11
PRODH2,SLC17A2
PRODH2,A1CF
PRODH2,TF
PRODH2,APOB
PRODH2,ITIH1
PRODH2,CPN2
PRODH2,GC
PRODH2,KNG1
PRODH2,UGT1A9
PRODH2,SERPINA10
PRODH2,CREB3L3
PRODH2,LECT2
PRODH2,GDA
PRODH2,LINC00261
PRODH2,SERPINA7
PRODH2,UROC1
PRODH2,CYP4F2
PRODH2,FGF23
PRODH2,SLC22A7
PRODH2,RP11-622A1.2
PRODH2,RP11-1151B14.3
PRODH2,C3P1
PRODH2,FABP1
PRODH2,CFHR5
PRODH2,CYP2B6
PRODH2,C8A
PRODH2,CFHR2
PRODH2,INS-IGF2
PRODH2,RP11-116D2.1
PRODH2,LGALS4
PRODH2,FETUB
PRODH2,C8B
PRODH2,LINC01320
PRODH2,MT1H
PRODH2,ASGR1
PRODH2,SPP2
PRODH2,MASP1
PRODH2,HAO1
PRODH2,ACSM2A
PRODH2,MOGAT3
PRODH2,LINC01370
PRODH2,ACSM2B
PRODH2,FGL1
PRODH2,CYP4F3
PRODH2,GLYAT
PRODH2,F11
PRODH2,UGT1A4
PRODH2,SLC25A47
PRODH2,ALDOB
PRODH2,HNF4A
PRODH2,RP11-573D15.8
PRODH2,APCS
PRODH2,PLA2G12B
PRODH2,CYP2C9
PRODH2,F5
PRODH2,C9
PRODH2,CFHR4
PRODH2,APOA4
PRODH2,PLG
PRODH2,CPB2
PRODH2,CCL16
PRODH2,CYP1A2
PRODH2,DPYS
PRODH2,F9
PRODH2,MTND4P20
PRODH2,INHBC
PRODH2,CYP2C18
PRODH2,AHSG
PRODH2,GYS2
PRODH2,CYP4A11
PRODH2,BMP10
PRODH2,AC010872.1
PRODH2,GCGR
PRODH2,G6PC
PRODH2,SLC13A5
PRODH2,BAAT
PRODH2,MBL2
PRODH2,HAMP
PRODH2,RP11-404G16.2
PRODH2,APOA5
PRODH2,UGT3A1
PRODH2,APOA2
PRODH2,LPA
PRODH2,BHMT
PRODH2,SULT2A1
NEFHP1,RP4-668E10.4
NEFHP1,RP11-753D20.4
NEFHP1,RP11-144L1.4
NEFHP1,LINC00841
NEFHP1,RP11-593P24.2
NEFHP1,EIF4BP4
NEFHP1,SLC4A1APP2
NEFHP1,OR4G1P
NEFHP1,MTND5P13
NEFHP1,RP11-340L3.1
NEFHP1,LINC01247
IGHV1-46,IGHV3-33
IGHV1-46,IGJ
IGHV1-46,IGHA2
IGHV1-46,IGHV3-72
IGHV1-46,IGHV1-69-2
IGHV1-46,IGHA1
