"gene","logFC","AveExpr","t","P.Value","adj.P.Val","is_DEG","is_Hub","Priority_Score"
"HTR5A",-0.0902913167402093,1.90230155027951,0,0.978471531397765,1,FALSE,TRUE,"MEDIA (Solo Hub)"
"GRID2",-0.229661947951176,3.64402089977343,0,0.926637006231489,1,FALSE,FALSE,"BAJA"
"LINC00320",-0.131426004737628,1.47349450111007,0,0.97648780842924,1,FALSE,TRUE,"MEDIA (Solo Hub)"
"LINC00901",-0.426471945318522,1.80972343327274,0,0.894527374346288,1,FALSE,FALSE,"BAJA"
"RP11-595O22.1",-0.12599778961573,2.08034783991194,0,0.962250803608284,1,FALSE,FALSE,"BAJA"
"UNC5D",-0.384444546463095,4.254593910961,0,0.83676423657414,1,FALSE,FALSE,"BAJA"
"DPP6",0.0232425904539477,5.40210787718141,0,0.992186470755926,1,FALSE,FALSE,"BAJA"
"GABRG2",0.245626562888504,2.62488154218847,0,0.902026794785777,1,FALSE,FALSE,"BAJA"
"TMEM196",-1.05407042668269,2.97562419953664,-0.107636042021772,0.457283813561722,1,FALSE,FALSE,"BAJA"
"PPP1R17",-1.71655467873146,2.98394404407702,-1.5783753791441,0.0587013108965987,0.25125217710311,FALSE,FALSE,"BAJA"
"RP11-438B23.2",-1.79386524052153,3.82653811313356,-1.47700211103612,0.0712923641530379,0.295517149826974,FALSE,FALSE,"BAJA"
"CLVS2",-1.03518727022399,4.34207210409841,-0.0521538139270562,0.480845434214416,1,FALSE,FALSE,"BAJA"
"CTC-525D6.3",-0.560450693441962,1.47565206526211,0,0.819822377891306,1,FALSE,TRUE,"MEDIA (Solo Hub)"
"AC078842.4",-2.78950481122476,3.27944188419737,-3.58670147889382,0.00025226297603617,0.00211518009343327,TRUE,FALSE,"MEDIA (Solo DEG)"
"PCDH15",-0.402767778026102,4.17983779847815,0,0.859177917889032,1,FALSE,FALSE,"BAJA"
"SLC6A5",-1.0233813443264,2.77686556652294,-0.0437037932637942,0.482738306084175,1,FALSE,FALSE,"BAJA"
"RP11-490G2.2",-0.386373220558729,1.6921506637409,0,0.89785180336392,1,FALSE,FALSE,"BAJA"
"HNRNPA1P42",-1.67651946340018,2.05771902340726,-1.44474215641745,0.0757120762929574,0.310542304487623,FALSE,FALSE,"BAJA"
"SYT14",-2.50663126805242,5.32353587491561,-2.40320040676176,0.00897800655201348,0.0504178850806949,FALSE,FALSE,"BAJA"
"LINC01102",-1.57991518558148,2.70722116989478,-1.17752377634962,0.120787228349787,0.455340583729097,FALSE,FALSE,"BAJA"
"RP11-531A24.3",-1.75653890064607,3.4616796313853,-1.39012103303932,0.0836754484903303,0.336981611040955,FALSE,FALSE,"BAJA"
"RP11-390M11.1",-1.50473757997658,2.16282369628276,-1.07771911494202,0.141779892833871,0.51787776198967,FALSE,TRUE,"MEDIA (Solo Hub)"
"RP11-509P12.1",-0.670306455712599,1.81477036838808,0,0.766093647910773,1,FALSE,FALSE,"BAJA"
"OR2C3",-0.634083921902077,2.08223874028065,0,0.786892502069013,1,FALSE,FALSE,"BAJA"
"RP3-326L13.2",-0.500227039546566,1.63286633935008,0,0.857007472555728,1,FALSE,FALSE,"BAJA"
"RP11-71N10.1",-0.138967632509118,2.07532736034806,0,0.964204362071779,1,FALSE,TRUE,"MEDIA (Solo Hub)"
"LHFPL3",-0.927123313903625,2.33468317655781,0,0.561197417328953,1,FALSE,FALSE,"BAJA"
"TMEM212",-0.980852230621193,2.29279530886969,0,0.516446257792356,1,FALSE,FALSE,"BAJA"
"LINC01159",-0.75820148717543,1.92964683271828,0,0.683053866850109,1,FALSE,FALSE,"BAJA"
"UNC13C",-1.14936828688637,5.10417040024695,-0.250186294384861,0.401700108500279,1,FALSE,FALSE,"BAJA"
"C6orf10",-2.91801169548612,3.45415056854726,-4.37036493582938,1.43075196217377e-05,0.00015883851775952,TRUE,FALSE,"MEDIA (Solo DEG)"
"RALYL",-0.236131062352995,3.77404912237177,0,0.919087532660919,1,FALSE,FALSE,"BAJA"
"LINC00977",-0.544209576997428,1.73749687194877,0,0.847266815047631,1,FALSE,FALSE,"BAJA"
"CACNG2",0.0787190870655823,1.96291682419636,0,0.978873863112953,1,FALSE,FALSE,"BAJA"
"MYT1L-AS1",-0.164651862939287,1.92239578063613,0,0.952081927621815,1,FALSE,FALSE,"BAJA"
"CH17-351M24.1",-0.997554629877735,2.30000148672323,0,0.501973523291132,1,FALSE,FALSE,"BAJA"
"DGKK",-0.959846078561415,2.57937442443738,0,0.532365289011305,1,FALSE,FALSE,"BAJA"
"RP5-978I12.1",-0.782024986120029,1.92949395131549,0,0.680438145387718,1,FALSE,FALSE,"BAJA"
"LRRTM1",-0.43671872861089,2.77513624659286,0,0.856343998389308,1,FALSE,TRUE,"MEDIA (Solo Hub)"
"PLD5",-1.23339484855507,5.04260953186879,-0.431332681380141,0.333579114721323,0.990347657412454,FALSE,FALSE,"BAJA"
"KCNK10",-1.44601067753606,4.187041963312,-0.87538341237076,0.191656099805026,0.657312665883006,FALSE,FALSE,"BAJA"
"LINC00599",-0.306911938544468,2.43830631342547,0,0.886761897272064,1,FALSE,FALSE,"BAJA"
"TMEM229A",0.618249445259699,2.0910131623623,0,0.794937973021142,1,FALSE,FALSE,"BAJA"
"RP11-373E16.3",-2.04152340779652,2.91794386680906,-2.08681627367169,0.0196287512268302,0.0991682590850204,FALSE,FALSE,"BAJA"
"MYT1L",-0.782445840571957,3.96373178787454,0,0.634541150638425,1,FALSE,FALSE,"BAJA"
"AC013437.2",-0.98939707387922,2.09242879472322,0,0.509162123335542,1,FALSE,FALSE,"BAJA"
"FLJ16779",-0.664507235795468,4.05582504663385,0,0.736964349319463,1,FALSE,FALSE,"BAJA"
"LINGO2",-0.899046111575755,3.88260816948834,0,0.577240456653886,1,FALSE,FALSE,"BAJA"
"TUNAR",-0.41933152096885,2.54758227911861,0,0.853595912254238,1,FALSE,FALSE,"BAJA"
"PABPC1L2B",0.0126718450401984,1.54961903876789,0,0.997864860208641,1,FALSE,FALSE,"BAJA"
"SLC7A14",-2.1538267715238,5.26293780606542,-1.91485616747231,0.0290779489084021,0.138646296931169,FALSE,FALSE,"BAJA"
"SLC32A1",-0.33271961507698,1.18861849966632,0,0.931337817326364,1,FALSE,FALSE,"BAJA"
"TMEFF2",-1.72021153964082,4.00880521553936,-1.3520829514971,0.0895867419129122,0.355874262953853,FALSE,FALSE,"BAJA"
"ZNF536",-0.47067030591648,3.70032576805179,0,0.81543875800074,1,FALSE,FALSE,"BAJA"
"MGAT4C",-1.16467210372502,5.67081881923267,-0.292776678274675,0.385227892294055,1,FALSE,FALSE,"BAJA"
"CTC-525D6.1",0.107636766130842,1.56090610496749,0,0.9798936727866,1,FALSE,FALSE,"BAJA"
"RP11-728E14.3",-0.347456476266361,2.21077567579644,0,0.922699685653086,1,FALSE,FALSE,"BAJA"
"RP11-314B1.2",-2.17655514104039,4.19318371560548,-2.4637287220198,0.00766364090058703,0.0439391451556131,TRUE,FALSE,"MEDIA (Solo DEG)"
"SORCS3",-0.775840068226195,3.16898081903357,0,0.659855243866464,1,FALSE,TRUE,"MEDIA (Solo Hub)"
"NKAIN3",-1.07382361156975,2.69139841575888,-0.144120249094792,0.442885567730805,1,FALSE,FALSE,"BAJA"
"RP4-610C12.4",-0.643052687634231,2.65970856092814,0,0.75837448756157,1,FALSE,FALSE,"BAJA"
"RP5-1119A7.17",0.124834812502854,2.10563604936464,0,0.965554413805155,1,FALSE,FALSE,"BAJA"
"RP11-185J20.1",-0.677475853450643,2.11668865874053,0,0.738226206542442,1,FALSE,FALSE,"BAJA"
"CA10",0.0516344192603184,2.72361418953892,0,0.982503072543435,1,FALSE,FALSE,"BAJA"
"LRRTM4",-0.489972581942149,4.06716840093034,0,0.83456703009973,1,FALSE,FALSE,"BAJA"
"RP3-525N10.2",-1.53356827418762,4.00173475898186,-1.12251752343706,0.132065564327288,0.48998291421197,FALSE,FALSE,"BAJA"
"RP11-117L5.1",-1.41454803944313,2.97725891936998,-0.827819919419383,0.204800907587568,0.691499406449395,FALSE,FALSE,"BAJA"
"RP11-350A1.1",-1.32375832360101,2.93212961843917,-0.662999498366107,0.254374425939005,0.81408747594787,FALSE,FALSE,"BAJA"
"TRPM3",-1.68498941734501,6.62584630012854,-1.62314545486987,0.053736180302274,0.233820523181014,FALSE,FALSE,"BAJA"
"RP11-201E8.1",-2.83326051749546,3.65243110230016,-3.9413257309502,7.2047636951433e-05,0.00067994568850282,TRUE,FALSE,"MEDIA (Solo DEG)"
"RP11-437J2.3",-1.47517921920518,3.55183780365671,-0.847006095641601,0.19944408917028,0.677427420960649,FALSE,FALSE,"BAJA"
"AC087430.1",-1.75712274421407,2.51360896857435,-1.64852637397865,0.0510747231045506,0.224044644602998,FALSE,FALSE,"BAJA"
"SNTG1",-0.419222020820242,2.56784226023559,0,0.849391215496241,1,FALSE,FALSE,"BAJA"
"VSTM2B",0.322586801819511,1.48894350101813,0,0.920399242037592,1,FALSE,FALSE,"BAJA"
"SLC8A3",-1.37871606711667,5.19410558446912,-0.828538532367597,0.204596468788252,0.690915768942853,FALSE,FALSE,"BAJA"
"LINC01289",-0.727920757521735,2.7871077065305,0,0.689550722920019,1,FALSE,FALSE,"BAJA"
"SVOP",0.242013841295611,3.59135423977139,0,0.912765696054664,1,FALSE,FALSE,"BAJA"
"HMP19",0.333435794251058,4.34228588294267,0,0.870436798495015,1,FALSE,FALSE,"BAJA"
"CTD-3149D2.2",0.0453080045207455,1.53329244107433,0,0.99208427012548,1,FALSE,FALSE,"BAJA"
"SOX1",-0.337678672083853,1.74068465651487,0,0.924844193493573,1,FALSE,FALSE,"BAJA"
"TMEM132B",-0.704763133725332,6.44097786678844,0,0.737224151238635,1,FALSE,FALSE,"BAJA"
"TMEM132D",-0.191504210640213,3.15295589890558,0,0.944979986521933,1,FALSE,FALSE,"BAJA"
"FRMPD4",-1.24835276852836,3.75964654632583,-0.431221591068864,0.33366572244091,0.990470363541263,FALSE,FALSE,"BAJA"
"NPY2R",-1.7094313972943,2.52602321105047,-1.40727415130229,0.0811083325123598,0.328258526427389,FALSE,FALSE,"BAJA"
"RP11-384P7.7",-2.27327262442586,4.68025528359423,-2.82995438342219,0.00277593661074594,0.0180921761646591,TRUE,FALSE,"MEDIA (Solo DEG)"
"XRCC6P4",-2.22893345318648,2.42518649643713,-2.7588309117452,0.00340714258681015,0.0216481705573799,TRUE,FALSE,"MEDIA (Solo DEG)"
"NEFL",-1.29790664000473,3.82437402316746,-0.460547862377354,0.323307823233749,0.968635636947003,FALSE,FALSE,"BAJA"
"KCTD8",0.412320071576333,3.19465629447818,0,0.874458312000681,1,FALSE,FALSE,"BAJA"
"RIMBP2",-1.41618602335031,5.02115472774114,-0.725747831617149,0.234807366996615,0.765064933038121,FALSE,FALSE,"BAJA"
"ADCY8",-0.742580654536149,3.05884965710764,0,0.677052949513336,1,FALSE,FALSE,"BAJA"
"GRIN2B",-2.05539962330478,7.54502360541476,-2.08697170193015,0.0196215804036625,0.0991434791339694,FALSE,FALSE,"BAJA"
"RP11-731J8.2",-1.25061554803061,4.59053680111185,-0.512930854525425,0.304529013362682,0.928225818074686,FALSE,FALSE,"BAJA"
"TMEM257",-0.847455720940776,2.20763706971919,0,0.6237444507367,1,FALSE,FALSE,"BAJA"
"RP11-442N1.2",-0.90481245723683,3.21147497917196,0,0.58326529502165,1,FALSE,FALSE,"BAJA"
"SLITRK1",-0.992742134100131,3.50893836090859,0,0.505415198779709,1,FALSE,FALSE,"BAJA"
"XKR7",-0.596769033282177,4.29825366769751,0,0.751902246925508,1,FALSE,FALSE,"BAJA"
"RP11-521O16.2",-0.779437984677787,2.14745093822558,0,0.670694985438156,1,FALSE,FALSE,"BAJA"
"RP11-572C21.1",-0.165488845539456,1.58442234792847,0,0.969431610912763,1,FALSE,FALSE,"BAJA"
"SLITRK2",-1.08775263177163,5.25008178674237,-0.153804082648222,0.439222052335023,1,FALSE,FALSE,"BAJA"
"ANKRD26P1",-0.633439562649471,3.03756603426673,0,0.777001199534005,1,FALSE,FALSE,"BAJA"
"POU3F3",0.0202081894817865,3.58686002061234,0,0.992428302533273,1,FALSE,FALSE,"BAJA"
"RP11-266O8.1",-1.49142967741659,3.15244126169651,-0.893701380398091,0.186741583507121,0.643636187301366,FALSE,FALSE,"BAJA"
"RP11-164C12.2",-1.94653998491793,2.82811344430094,-1.86259176713161,0.0326181053589405,0.153024592072096,FALSE,FALSE,"BAJA"
"SLC17A7",-0.600684123542808,5.07692056892957,0,0.79691447578248,1,FALSE,FALSE,"BAJA"
"ATCAY",-0.572030527793312,3.47734116503796,0,0.770490957479752,1,FALSE,FALSE,"BAJA"
"AC093390.1",-0.723959799522245,2.89957308552533,0,0.708547695678428,1,FALSE,FALSE,"BAJA"
"LRFN5",-2.93086188080578,6.13253710664082,-3.85066012105033,9.99940787299888e-05,0.00091277716098361,TRUE,FALSE,"MEDIA (Solo DEG)"
"ADCYAP1R1",-1.58556028717435,6.64755778808912,-1.18301649127915,0.11969995368218,0.45178594924692,FALSE,FALSE,"BAJA"
"NLGN1",-1.14378882638603,6.36040647600984,-0.29651702760889,0.383713977682242,1,FALSE,FALSE,"BAJA"
"PURG",-1.19695828558663,4.9708574521888,-0.466603348346325,0.320862018330135,0.963378741832286,FALSE,FALSE,"BAJA"
"LSAMP",-2.402289957457,8.27654919273515,-2.63063699867142,0.00488360641599564,0.0296472246305871,TRUE,FALSE,"MEDIA (Solo DEG)"
"LPHN3",-0.88203855412797,8.02806996319078,0,0.599423813486685,1,FALSE,FALSE,"BAJA"
"SCN2B",-0.859608003422124,4.95056316945477,0,0.605537392040602,1,FALSE,FALSE,"BAJA"
"RP11-65F13.3",-0.900837752852333,2.93791116141676,0,0.582360230635836,1,FALSE,FALSE,"BAJA"
"RP11-378I6.1",-1.5194272636643,3.28459170152804,-1.09374811152267,0.138249205546672,0.507780325812456,FALSE,FALSE,"BAJA"
"RP11-471M2.3",-0.808312895821015,3.54503397665828,0,0.614296947609014,1,FALSE,FALSE,"BAJA"
"LINC00397",-0.299730230375619,1.5472589614056,0,0.930126213382726,1,FALSE,FALSE,"BAJA"
"RP11-29P20.1",-1.11884709337473,2.65665504880654,-0.22496474133154,0.411271670025321,1,FALSE,FALSE,"BAJA"
"CACNG7",0.576690857316356,1.70984617021365,0,0.791838919842619,1,FALSE,FALSE,"BAJA"
"AC002480.2",-2.13674052165917,3.36827208447262,-2.35965935148272,0.0100435074313886,0.0554967841801106,FALSE,FALSE,"BAJA"
"XKR4",-1.61190927612119,5.82111841350039,-1.00697774825797,0.158116504468662,0.564589349833748,FALSE,FALSE,"BAJA"
"UG0898H09",-2.25981863640491,4.87909136013022,-2.17118418055356,0.0160525861527255,0.0835613027191014,FALSE,FALSE,"BAJA"
"PMP2",-0.578418784557268,4.28732063528411,0,0.744942679859672,1,FALSE,FALSE,"BAJA"
"GRIA4",-2.05369697441491,5.48003827517944,-1.85700497527183,0.0330172375035531,0.154416908097857,FALSE,FALSE,"BAJA"
"CACNA1E",-1.98154778327643,5.84350036505205,-1.90629493199883,0.0296343391487951,0.140961253146128,FALSE,FALSE,"BAJA"
"RIT2",-0.0441798896121752,1.28940294140556,0,0.992484316036395,1,FALSE,FALSE,"BAJA"
"ELMOD1",-0.970867974222162,4.9616034687157,0,0.523807577441694,1,FALSE,FALSE,"BAJA"
"TCEAL5",-0.166976179426063,2.7622809260774,0,0.957257641390922,1,FALSE,FALSE,"BAJA"
"TCEAL6",0.965781037432778,1.96661894953415,0,0.527271932276158,1,FALSE,FALSE,"BAJA"
"DGKB",-1.59782329654971,4.91651466533766,-1.1469936830787,0.126960043567928,0.473914838851975,FALSE,FALSE,"BAJA"
"RP11-384F7.2",1.55082406150671,1.83260377688151,1.09382486685806,0.138232989414852,0.5077633912248,FALSE,FALSE,"BAJA"
"PABPC1P11",-0.611678659580715,2.85641262284563,0,0.771038420164628,1,FALSE,FALSE,"BAJA"
"SH3GL2",0.340305029272876,4.42470732967824,0,0.868628559002418,1,FALSE,FALSE,"BAJA"
"RP11-313C15.1",-2.54512864336571,3.2006842228623,-3.0290158375731,0.00153468941871255,0.0106954016322892,TRUE,FALSE,"MEDIA (Solo DEG)"
"KCNB2",-0.933623130674683,4.42652642517783,0,0.546320360244053,1,FALSE,FALSE,"BAJA"
"B3GALT1",-1.54606911849142,5.0956659906059,-1.1323107777846,0.130005492999897,0.483509038569493,FALSE,FALSE,"BAJA"
"KCNA4",-0.472953832885929,3.28386630241037,0,0.853430150526221,1,FALSE,FALSE,"BAJA"
"HTR2A",-1.00047372028933,5.39507996479476,-0.00100967500673278,0.499619719616634,1,FALSE,FALSE,"BAJA"
"TEX15",-0.998609090019732,4.88983531710648,0,0.501544224065219,1,FALSE,FALSE,"BAJA"
"CTNNA2",0.541926629370745,3.36811607580795,0,0.777323800664096,1,FALSE,FALSE,"BAJA"
"HPCAL4",-0.847325018435432,4.66140275307949,0,0.613018846891291,1,FALSE,FALSE,"BAJA"
"PAK7",-1.36795149431449,3.40750732360585,-0.676411070345552,0.250127830844646,0.80409377591837,FALSE,FALSE,"BAJA"
"HAUS1P3",-1.39789424885192,1.98792158968871,-0.868901669079292,0.193413832327666,0.661681287981864,FALSE,FALSE,"BAJA"
"EPHA5",-1.08452309031292,4.58570388324733,-0.137760718129127,0.445819445476881,1,FALSE,FALSE,"BAJA"
"VWC2",-1.8642386508313,4.50201739653552,-1.51731621414689,0.0660546050821166,0.277113920946665,FALSE,FALSE,"BAJA"
"CADM3-AS1",-3.5843523795421,6.14997215017428,-5.31367622246759,2.91015437667539e-07,4.77230413374445e-06,TRUE,FALSE,"MEDIA (Solo DEG)"
"RP11-473M10.3",-0.759320812934971,1.81617036939624,0,0.685819335112503,1,FALSE,FALSE,"BAJA"
"CTD-2218G20.2",-0.640586371644321,2.43253732383136,0,0.775967086436751,1,FALSE,FALSE,"BAJA"
"LINC01158",0.0682212201112502,1.39213534261802,0,0.988831123435868,1,FALSE,FALSE,"BAJA"
"PDE1C",-1.64521946938569,8.38637082839067,-1.33810983062275,0.0918350562028629,0.363255345718078,FALSE,FALSE,"BAJA"
"LGI1",-0.328143626162926,3.74173268544098,0,0.889460857063564,1,FALSE,FALSE,"BAJA"
"RP11-10O22.1",-0.562457607366706,1.95712247848419,0,0.803317494536037,1,FALSE,FALSE,"BAJA"
"KCNH5",-1.20462867052576,4.63096515374892,-0.344664528530107,0.365670973228143,1,FALSE,FALSE,"BAJA"
"PRLHR",-0.922333416128957,3.03963568913896,0,0.561106975500613,1,FALSE,FALSE,"BAJA"
"TCEAL2",0.966792592869645,4.39252531561397,0,0.522957284940755,1,FALSE,FALSE,"BAJA"
"RORB",-1.85780175448026,6.37634380972792,-1.72986085577087,0.0432553058717147,0.194562413277547,FALSE,FALSE,"BAJA"
"CADM3",-0.642079277487328,6.93698673242065,0,0.723077335599073,1,FALSE,FALSE,"BAJA"
"SYT16",-1.26307891080566,6.45311828475849,-0.495477961098716,0.310656200842686,0.94132766114476,FALSE,FALSE,"BAJA"
"NKAIN4",-0.743024386019931,2.88941323139358,0,0.713076173007945,1,FALSE,FALSE,"BAJA"
"GRM7",-1.45217994015231,4.84437549236097,-1.05891527830208,0.14599995701809,0.529316383779869,FALSE,FALSE,"BAJA"
"BAI3",-0.285116676225439,6.11588453210074,0,0.938620412863905,1,FALSE,FALSE,"BAJA"
"NYAP2",-1.26104757555257,3.53729287667418,-0.5348431523381,0.29693369313144,0.910785399739677,FALSE,FALSE,"BAJA"
