"gene","logFC","AveExpr","t","P.Value","adj.P.Val","is_DEG","is_Hub","Priority_Score"
"RP11-622A1.2",0.619736377427947,1.60801008145,0,0.775873020837469,1,FALSE,FALSE,"BAJA"
"RP11-1151B14.3",0.619455044607653,3.41869355263178,0,0.724456811225337,1,FALSE,FALSE,"BAJA"
"AHSG",2.67662094042668,3.5024211469328,2.0304227489969,0.0223952244540966,0.110929000375369,FALSE,TRUE,"MEDIA (Solo Hub)"
"HRG",1.63239375712354,3.93452188606199,0.796824696104248,0.214270449082975,0.715193827302282,FALSE,TRUE,"MEDIA (Solo Hub)"
"C3P1",1.56658694792174,2.30949394801495,0.861128016864375,0.195620670670114,0.667352482117647,FALSE,TRUE,"MEDIA (Solo Hub)"
"FABP1",1.67603367376561,3.10266488845146,0.901428795832921,0.184951319365384,0.63892539477886,FALSE,TRUE,"MEDIA (Solo Hub)"
"CFHR2",1.35860544856916,2.08450754829714,0.506873988018137,0.30722513505307,0.933971241581568,FALSE,FALSE,"BAJA"
"NR0B2",0.736209560949924,2.59992282591075,0,0.702778156407992,1,FALSE,FALSE,"BAJA"
"ACOT12",0.611432721376651,2.74925670524493,0,0.768097615109328,1,FALSE,FALSE,"BAJA"
"NR1H4",1.36410120484562,3.584396853473,0.50730021501736,0.307157217392375,0.933829655711986,FALSE,FALSE,"BAJA"
"ASGR1",1.4741685338595,6.21201950936618,1.00380585372228,0.158857844658332,0.566681485486451,FALSE,FALSE,"BAJA"
"ABCG5",-0.428399165600541,4.47521649305434,0,0.885981132832794,1,FALSE,FALSE,"BAJA"
"HAO1",0.778022355938945,2.74354880604357,0,0.629511866137216,1,FALSE,TRUE,"MEDIA (Solo Hub)"
"BAAT",1.66667981011154,4.73865275072491,0.949259108341165,0.172424714172312,0.604741959542927,FALSE,FALSE,"BAJA"
"TTR",2.13975725808737,3.47510795516663,1.61733133847557,0.0543715285865335,0.236092012576222,FALSE,FALSE,"BAJA"
"ACSM2B",1.15358070991627,4.29522082753734,0.217921041928742,0.415364900923503,1,FALSE,FALSE,"BAJA"
"DAO",1.11006576293906,2.95457006516441,0.181990760009362,0.428316896962797,1,FALSE,FALSE,"BAJA"
"CYP4F3",0.570864000824337,5.99449612283279,0,0.755239413343213,1,FALSE,FALSE,"BAJA"
"GLYAT",-1.10390016759033,4.16781870921956,-0.182724510371481,0.427848755954629,1,FALSE,FALSE,"BAJA"
"F11",1.189267878707,2.91486674565154,0.290150680414241,0.386674249562852,1,FALSE,TRUE,"MEDIA (Solo Hub)"
"LPA",0.782591548252337,2.75412002569157,0,0.654917349498341,1,FALSE,FALSE,"BAJA"
"UGT1A4",1.76187239762845,3.10463132963852,1.03098395565703,0.152574791350606,0.54783747710696,FALSE,TRUE,"MEDIA (Solo Hub)"
"SULT2A1",2.03891483538533,2.80372512458086,1.35606866923276,0.0890179235107093,0.354000380788998,FALSE,FALSE,"BAJA"
"AGXT",1.88875354058454,4.30021115115261,1.1462522448677,0.127267263983979,0.474778080987982,FALSE,FALSE,"BAJA"
"CRP",3.47069321686744,4.85808388655297,2.50087271389922,0.00695262057476301,0.0403489926232964,TRUE,FALSE,"MEDIA (Solo DEG)"
"CYP2C9",1.1618761092434,3.86368144165027,0.224773584950713,0.412956542022927,1,FALSE,FALSE,"BAJA"
"APOA4",1.77647536598677,2.0368431248352,1.07582323258096,0.142302675627751,0.519224974069334,FALSE,FALSE,"BAJA"
"PLG",0.0586725511823172,6.0872518915571,0,0.976071595567183,1,FALSE,FALSE,"BAJA"
"SLC17A1",0.130886441734322,1.78871357692018,0,0.967658794255686,1,FALSE,FALSE,"BAJA"
"F9",1.62186059422137,3.20906040595009,0.799752090854944,0.213322936272691,0.713048143857655,FALSE,FALSE,"BAJA"
"INHBC",0.796788441078257,3.54635243177231,0,0.639591460070267,1,FALSE,FALSE,"BAJA"
"GC",2.35568153852512,3.06706049852627,1.44122075823957,0.0764765040438563,0.313149275145231,FALSE,FALSE,"BAJA"
"KNG1",0.201666573747342,4.48028108876484,0,0.906177895552801,1,FALSE,FALSE,"BAJA"
"GDF2",0.923289380593194,1.73384660084157,0,0.556189729903834,1,FALSE,TRUE,"MEDIA (Solo Hub)"
"CYP4A11",-0.456142359568073,5.43325381955934,0,0.815407858692799,1,FALSE,TRUE,"MEDIA (Solo Hub)"
"AC010872.1",-0.0508552917189848,1.58490892665144,0,0.991870383524317,1,FALSE,FALSE,"BAJA"
"GCGR",0.845677475511722,3.1844115395551,0,0.61111387715515,1,FALSE,FALSE,"BAJA"
"G6PC",1.58010187404142,3.58455574160685,0.718424845433663,0.237938668899564,0.773079804076468,FALSE,TRUE,"MEDIA (Solo Hub)"
"SLC13A5",0.796627121709845,5.6020366852608,0,0.625811835052609,1,FALSE,FALSE,"BAJA"
"SERPINA7",1.78291567001497,2.76777819470467,1.13103845335585,0.13032545128285,0.484451923919052,FALSE,FALSE,"BAJA"
"UGT2B10",1.17114819355432,2.62537993973107,0.272785807099665,0.393155794776346,1,FALSE,FALSE,"BAJA"
"CYP4F2",1.32609141464543,2.9373014460877,0.500375166918787,0.30918199670489,0.93846530214461,FALSE,FALSE,"BAJA"
"AGXT2",0.820545337428344,3.46267683469652,0,0.613674709844575,1,FALSE,FALSE,"BAJA"
"MBL2",0.659734717396574,3.38867499744832,0,0.694568764388779,1,FALSE,FALSE,"BAJA"
"FYTTD1P1",0.693943817614394,2.22082954671284,0,0.7222037210382,1,FALSE,FALSE,"BAJA"
"UGT1A1",0.941565705510796,3.34498023676379,0,0.53652627115752,1,FALSE,FALSE,"BAJA"
"CLDN2",-0.926777817315531,6.08457566027391,0,0.562952447025572,1,FALSE,FALSE,"BAJA"
"APOC3",3.14599760029533,2.72342062043477,2.31309394557229,0.0113152597136586,0.0615906000238852,FALSE,FALSE,"BAJA"
"PRODH2",1.30797507483081,2.1746853653057,0.491663580573922,0.312157180090467,0.944698135388953,FALSE,TRUE,"MEDIA (Solo Hub)"
"CFHR5",1.23996461025424,3.03533560845723,0.347923178373751,0.365062492523269,1,FALSE,FALSE,"BAJA"
"CYP2B6",0.805481649088311,3.24464215573954,0,0.625554238628967,1,FALSE,FALSE,"BAJA"
"C8A",2.18813291264953,2.77481751950449,1.53505276959995,0.0638843085520071,0.269403977616136,FALSE,FALSE,"BAJA"
"INS-IGF2",1.60623476837514,1.78627662832516,1.05383687103002,0.147161847839566,0.532866437695662,FALSE,FALSE,"BAJA"
"SLC17A3",-0.0928785901637506,2.84852040936842,0,0.976104107761759,1,FALSE,FALSE,"BAJA"
"ADH1A",-0.289382828984299,4.85833601627122,0,0.901835408888551,1,FALSE,FALSE,"BAJA"
"TAT",-0.0801109882900155,6.69001229368313,0,0.967049754396635,1,FALSE,FALSE,"BAJA"
"RP11-116D2.1",0.875348907797518,2.82409870536071,0,0.581264955161385,1,FALSE,TRUE,"MEDIA (Solo Hub)"
"APOA5",1.59119424557517,3.15857459239502,0.861151047439835,0.19566212146805,0.667353999820627,FALSE,FALSE,"BAJA"
"C8B",2.11232643226825,3.04219552899676,1.37403609292416,0.0862392324441951,0.345129649523574,FALSE,FALSE,"BAJA"
"APOA2",0.832155467274645,4.23446883425837,0,0.594637864100301,1,FALSE,FALSE,"BAJA"
"APOH",2.79683228238841,3.00041447949344,2.00305781260133,0.0238617549418705,0.117237451119227,FALSE,FALSE,"BAJA"
"SPP2",1.06448892220456,1.8498504515698,0.116578407677388,0.453857656451413,1,FALSE,FALSE,"BAJA"
"ACSM2A",1.38121744505849,4.08177565526884,0.526064849146944,0.300646083676923,0.919400814498688,FALSE,FALSE,"BAJA"
"TM4SF5",1.31573693830476,1.57122894194471,0.53803460918435,0.295900634124892,0.90882727583238,FALSE,FALSE,"BAJA"
"MOGAT3",0.240315823796563,1.80964205883073,0,0.943158198884729,1,FALSE,FALSE,"BAJA"
"BHMT",-1.09834124106351,5.65874008355746,-0.160817103453488,0.436694733516935,1,FALSE,TRUE,"MEDIA (Solo Hub)"
"SLC22A25",-0.69808389274834,3.75623517525712,0,0.716802494966294,1,FALSE,FALSE,"BAJA"
"PON1",-0.467411267405375,5.73320028928688,0,0.851788177139776,1,FALSE,FALSE,"BAJA"
"AC013275.2",0.897928526138568,2.90369573654594,0,0.586656479998423,1,FALSE,FALSE,"BAJA"
"LINC01370",0.371695973691739,1.50332488852545,0,0.902190147380841,1,FALSE,FALSE,"BAJA"
"HNF1B",0.835343494069956,3.35952857971022,0,0.612582619112434,1,FALSE,FALSE,"BAJA"
"ITIH2",0.110853456161202,5.63379515399292,0,0.95382137192992,1,FALSE,FALSE,"BAJA"
"PAQR9",0.522419268008126,3.01274311199937,0,0.813035393417877,1,FALSE,FALSE,"BAJA"
"LECT2",0.937606478473438,2.16573253255867,0,0.543124041750632,1,FALSE,FALSE,"BAJA"
"MTND4P20",-0.0447133415949437,2.68353143838894,0,0.988086076540934,1,FALSE,FALSE,"BAJA"
"BMP10",0.616046952019032,2.10231060540965,0,0.765484141807279,1,FALSE,FALSE,"BAJA"
"SLC17A4",0.237017994468991,3.46842223457696,0,0.90946877194752,1,FALSE,FALSE,"BAJA"
"ANKS4B",-0.0169417979508268,3.97358022480767,0,0.994858902710487,1,FALSE,FALSE,"BAJA"
"OR10J6P",0.742853530272797,1.82851493737029,0,0.708821004481863,1,FALSE,FALSE,"BAJA"
"AKR1D1",0.381591817134381,3.2635418118728,0,0.868065609306232,1,FALSE,FALSE,"BAJA"
"INHBE",1.06546031647373,4.5796430052343,0.108008267583782,0.457554979920714,1,FALSE,FALSE,"BAJA"
"LIPC",0.264601255449855,5.33036757363616,0,0.955669516551526,1,FALSE,FALSE,"BAJA"
"CA5A",0.196215365496564,3.63114592622823,0,0.946449240391086,1,FALSE,FALSE,"BAJA"
"SLC22A9",0.439371250332518,2.54338921067479,0,0.854712927228637,1,FALSE,FALSE,"BAJA"
"NR1I2",0.351750150465824,4.82561101657195,0,0.903701249803793,1,FALSE,FALSE,"BAJA"
"SERPIND1",-1.29208701641327,7.44676473992517,-0.742336646716326,0.229747078036204,0.752907336067564,FALSE,FALSE,"BAJA"
"CCL15",0.596152654139199,1.87405395475004,0,0.81049053549247,1,FALSE,FALSE,"BAJA"
"CLRN3",0.800990295497957,2.0505908917545,0,0.676211908305527,1,FALSE,FALSE,"BAJA"
"RP11-372E1.4",0.563136397681032,2.18164755656779,0,0.815067472437087,1,FALSE,TRUE,"MEDIA (Solo Hub)"
"C4BPA",2.06541868172462,5.86501564869382,1.37643056991478,0.085834266149897,0.343939758042064,FALSE,FALSE,"BAJA"
"PLGLA",-0.450029982663565,1.93583565626152,0,0.887402030394315,1,FALSE,FALSE,"BAJA"
"ABCB11",0.532337598503602,4.72662402026766,0,0.79052758552377,1,FALSE,FALSE,"BAJA"
"SLC17A2",1.02875530086619,2.38668297171435,0.0488213176866312,0.480983687285308,1,FALSE,FALSE,"BAJA"
"TF",0.82087103694969,9.02417298835078,0,0.612941492375444,1,FALSE,FALSE,"BAJA"
"APOB",1.34063027567502,8.11070110231991,0.413795566623724,0.342591514405843,1,FALSE,FALSE,"BAJA"
"ITIH1",1.92410898729496,4.13628399572913,1.12381588829982,0.132070956923152,0.48998291421197,FALSE,FALSE,"BAJA"
"SERPINA10",-0.849073924682792,5.93581464524826,0,0.587744702330194,1,FALSE,FALSE,"BAJA"
"CREB3L3",2.03563626347565,3.08346907368592,1.41443990040646,0.0800877268754237,0.324895523991983,FALSE,FALSE,"BAJA"
"GDA",0.239189148063641,5.25925695987271,0,0.903568914443174,1,FALSE,FALSE,"BAJA"
"UROC1",0.775247107557842,3.14273587892276,0,0.657673577316384,1,FALSE,FALSE,"BAJA"
"LGALS4",0.34860976697033,5.35938712219268,0,0.936229010705564,1,FALSE,FALSE,"BAJA"
"FETUB",0.255766720877561,2.24142276746254,0,0.932754366174649,1,FALSE,FALSE,"BAJA"
"LINC01320",0.161380605312739,2.78281554286667,0,0.949740584124529,1,FALSE,FALSE,"BAJA"
"MT1H",2.91053105223571,3.68993017904997,3.20451382424271,0.0008893917226209,0.00653884500892449,TRUE,FALSE,"MEDIA (Solo DEG)"
"MASP1",-0.0900906295275314,7.07279626863377,0,0.967665859001662,1,FALSE,FALSE,"BAJA"
"FGL1",2.97978831008216,4.97839121893208,2.39840954845795,0.00909238518920132,0.050981678431108,FALSE,FALSE,"BAJA"
"SLC25A47",2.39031457091924,3.04100896736543,2.12609993289448,0.0178866038653302,0.09149709953419,FALSE,FALSE,"BAJA"
"RP11-573D15.8",-0.822082206641762,3.86269534148394,0,0.648039004488696,1,FALSE,FALSE,"BAJA"
"F5",-0.108217417089376,8.34935714917811,0,0.982947619213755,1,FALSE,FALSE,"BAJA"
"CFHR4",0.750468229708,3.15400966204188,0,0.650892358406899,1,FALSE,FALSE,"BAJA"
"CPB2",0.754326529021776,4.6066135317344,0,0.650644315397762,1,FALSE,FALSE,"BAJA"
"CYP2C18",1.09369939681771,3.60855265872338,0.151452677618077,0.44044833438044,1,FALSE,FALSE,"BAJA"
"GYS2",0.392525340695123,4.17204154744816,0,0.862307412164199,1,FALSE,FALSE,"BAJA"
"HAMP",1.40000079867782,5.4954523068823,0.731216781764242,0.233128151575931,0.76106722039622,FALSE,FALSE,"BAJA"
"RP11-404G16.2",0.040927969590661,3.48269815819977,0,0.987711530329845,1,FALSE,FALSE,"BAJA"
"UGT3A1",0.340845426440176,3.9665196085536,0,0.862044502827554,1,FALSE,FALSE,"BAJA"
"AC005307.3",0.239087565815709,1.94474561416873,0,0.94511371904866,1,FALSE,FALSE,"BAJA"
"RP11-478P10.1",-1.45633545287015,2.98704995746579,-0.910641962706677,0.182257217996437,0.631513249527214,FALSE,FALSE,"BAJA"
"CTD-3076M17.1",0.138047138738964,2.09780145194905,0,0.970924932837609,1,FALSE,FALSE,"BAJA"
"AFM",1.69784042465359,2.31723886816445,1.03703703051049,0.151073105071349,0.543565007654742,FALSE,FALSE,"BAJA"
"CYP3A4",-0.401652476870255,5.30202367339357,0,0.860146479849898,1,FALSE,FALSE,"BAJA"
"HPD",1.53544886703782,5.03939112983902,0.792773384276399,0.214964634749563,0.716799992345317,FALSE,FALSE,"BAJA"
"ALB",2.27470448398061,7.7422789763039,1.36372739741386,0.0880785827492368,0.350966680550511,FALSE,FALSE,"BAJA"
"SLCO1B3",0.912672843713649,3.22399816039301,0,0.556427569795739,1,FALSE,FALSE,"BAJA"
"TM4SF4",0.824553639176855,4.83609697003507,0,0.609587447058071,1,FALSE,FALSE,"BAJA"
"SLC30A10",0.452767183393412,4.44212309329907,0,0.811533279344526,1,FALSE,FALSE,"BAJA"
"SLC38A4",-1.07530218889242,7.24714962160745,-0.168007168120601,0.433450965510026,1,FALSE,FALSE,"BAJA"
"CPS1-IT1",-0.71025473401729,3.41546660649657,0,0.697341364892633,1,FALSE,FALSE,"BAJA"
"GPR128",-0.0650711403938975,2.97062346935722,0,0.98116549598373,1,FALSE,FALSE,"BAJA"
"PROC",0.575150818648963,5.56346356103846,0,0.823595849559418,1,FALSE,FALSE,"BAJA"
"ITIH3",1.44452352582276,6.91142748418461,0.671270491174252,0.251916028412036,0.808229821447782,FALSE,FALSE,"BAJA"
"FGA",3.26843383093992,6.06824190824438,1.96221084485094,0.0263298957634722,0.127432035336663,FALSE,FALSE,"BAJA"
"SLC22A1",-0.0205351078578149,5.62647883295722,0,0.995698099755538,1,FALSE,FALSE,"BAJA"
"F13B",1.35248982693373,2.2720983395708,0.633293680691612,0.263964904380929,0.837308235806161,FALSE,FALSE,"BAJA"
"CYP2A6",-0.73373018408838,5.36198160530232,0,0.688817705326799,1,FALSE,FALSE,"BAJA"
"APOA1",3.34219321158101,4.66191256585789,2.80050602487451,0.00302353306016152,0.0194652175468197,TRUE,FALSE,"MEDIA (Solo DEG)"
"VTN",1.118499243596,7.18746679516184,0.18300983332858,0.428284115711371,1,FALSE,FALSE,"BAJA"
"CYP2E1",-0.168831205835711,7.98592359300217,0,0.941640510708576,1,FALSE,FALSE,"BAJA"
"F2",2.33086736835436,3.87515853178341,1.6766781843197,0.0482761029379003,0.2136752098693,FALSE,FALSE,"BAJA"
"SERPINC1",2.25666940939308,4.62003437762734,1.73355816881104,0.0429333501123416,0.19334017027404,FALSE,FALSE,"BAJA"
"PCK1",0.400658845460725,7.15703989558187,0,0.820363499220887,1,FALSE,FALSE,"BAJA"
"SERPINA6",0.82415270854899,3.84405116516902,0,0.601592448173306,1,FALSE,FALSE,"BAJA"
"SERPINA4",0.981575226501121,3.5443390040057,0,0.5127165924197,1,FALSE,FALSE,"BAJA"
"ITIH4",0.376939627822335,8.73605596893011,0,0.875557503636134,1,FALSE,FALSE,"BAJA"
"SLCO1B1",1.3702171810118,2.7016752165339,0.54012451767972,0.295501110419595,0.907982623995936,FALSE,FALSE,"BAJA"
"RP1-27K12.2",0.402373313769924,3.19420357218142,0,0.839585777101083,1,FALSE,FALSE,"BAJA"
"FAM169B",0.709995440708032,2.79963741730366,0,0.695667362352456,1,FALSE,FALSE,"BAJA"
"TDRD15",-2.13792283139483,4.28602319106666,-2.27400761075405,0.0124706702447535,0.0670702845173271,FALSE,FALSE,"BAJA"
"RTP3",-0.200979396615288,2.37102743170504,0,0.95656462327933,1,FALSE,FALSE,"BAJA"
"RP11-104J23.1",-0.31210518800297,1.90830233709605,0,0.932794143263859,1,FALSE,FALSE,"BAJA"
"RP11-714M23.2",-0.347054059385704,2.46961464476183,0,0.90539185497678,1,FALSE,FALSE,"BAJA"
"TRIM10",-0.279441490300188,3.11356125968744,0,0.933477310519422,1,FALSE,FALSE,"BAJA"
"KB-1552D7.2",-0.95829937561114,3.36947248466743,0,0.533446238327126,1,FALSE,FALSE,"BAJA"
"RDH16",-0.0201538237786165,6.68055689565321,0,0.997455730899815,1,FALSE,FALSE,"BAJA"
"MTTP",1.32113776632804,5.20841066387371,0.540181738387633,0.29517407770333,0.907041455799698,FALSE,FALSE,"BAJA"
"IGFBP1",3.51373073932161,4.17013069162763,3.02163168709811,0.00156976566916675,0.0109172448827506,TRUE,FALSE,"MEDIA (Solo DEG)"
"CPS1",1.0134265049948,9.02251248588955,0.0224669745574978,0.491581507399091,1,FALSE,FALSE,"BAJA"
"ONECUT1",1.23242661313433,3.67281600605777,0.397305692085541,0.346076060089307,1,FALSE,FALSE,"BAJA"
"UGT1A6",1.43715117228747,4.07608795628061,0.604578259613564,0.273883946090723,0.860660088297158,FALSE,FALSE,"BAJA"
"UGT1A3",2.02921218780779,2.60250361390288,1.58003276352661,0.058515908132211,0.250605717756509,FALSE,FALSE,"BAJA"
"FGG",3.09615094443415,6.27937246798895,1.85099988142809,0.0336776551194976,0.157236662766862,FALSE,FALSE,"BAJA"
"FGB",2.73991591216793,5.83955656082883,1.52479285663021,0.0658206520608487,0.276370937520754,FALSE,FALSE,"BAJA"
"DNAJB3",0.202496604317435,2.00001647681129,0,0.960750544713196,1,FALSE,FALSE,"BAJA"
"ADH4",-1.24391699609179,4.85842101743621,-0.420176263136743,0.337690369852856,0.999298550003529,FALSE,FALSE,"BAJA"
"SHH",0.693838845843098,4.19722492240402,0,0.727438087069558,1,FALSE,FALSE,"BAJA"
"RP11-156K13.2",0.936003795040227,1.29429596376175,0,0.558613477266159,1,FALSE,FALSE,"BAJA"
"PKLR",0.346803459472655,3.44609366437083,0,0.912750358426814,1,FALSE,FALSE,"BAJA"
"UGT2B4",1.68918713094487,3.99218266606584,0.849952263806503,0.199236573515355,0.67694327595277,FALSE,FALSE,"BAJA"
"RP11-407N17.3",2.86413319448026,2.90938703187809,2.40924746842604,0.00883930470696776,0.0497539250661589,TRUE,FALSE,"MEDIA (Solo DEG)"
"ADH6",-1.36080875401797,6.11174199728044,-0.750915889373882,0.227169370796663,0.746594294090659,FALSE,FALSE,"BAJA"
"FOXA2",1.37900635037655,3.03331889623054,0.62695594321236,0.26607893086831,0.842365078390036,FALSE,FALSE,"BAJA"
"CDHR2",0.345182162782335,5.38591378791744,0,0.93188486102762,1,FALSE,FALSE,"BAJA"
"CYP4A22",-0.950132853057386,5.95781355955467,0,0.547550043408151,1,FALSE,FALSE,"BAJA"
"C6",-0.00745054133772172,6.62248476632535,0,0.997282184725302,1,FALSE,FALSE,"BAJA"
"FGF21",1.3405000370243,2.29572603075925,0.615342007642069,0.269835972612136,0.851486727279205,FALSE,FALSE,"BAJA"
"RP11-400G3.5",1.5109929132316,2.01708724994913,0.893062627246688,0.186917508101704,0.644141588753333,FALSE,FALSE,"BAJA"
"ABCG8",0.904016201805545,3.25570364548245,0,0.569026334966156,1,FALSE,FALSE,"BAJA"
"ANGPTL3",-1.38713899179631,7.40766207132854,-0.897536706998355,0.185714167862187,0.640921718375103,FALSE,FALSE,"BAJA"
"CYP2C19",-0.559964577255982,2.65673719031176,0,0.812529192883982,1,FALSE,FALSE,"BAJA"
"C14orf105",-0.855098896680231,5.71893921102822,0,0.638959792766499,1,FALSE,FALSE,"BAJA"
"HP",1.28078777140387,8.80115831192916,0.375775963236902,0.355339124551259,1,FALSE,FALSE,"BAJA"
"MAT1A",0.624365345509732,6.07909093082563,0,0.71077814306688,1,FALSE,FALSE,"BAJA"
"SERPINA1",2.13554664400662,11.2331057709156,2.04287718604174,0.0217492890042404,0.108171189670039,FALSE,FALSE,"BAJA"
"ARG1",-0.661249625797264,6.13430982506278,0,0.728400582080256,1,FALSE,FALSE,"BAJA"
"HNF1A-AS1",0.419541306427749,3.18352937910855,0,0.847415874542424,1,FALSE,FALSE,"BAJA"
"HAL",0.439497455144412,6.40783268145751,0,0.842625885409648,1,FALSE,FALSE,"BAJA"
"UPB1",-0.572686654463749,5.79195144080068,0,0.828944551712047,1,FALSE,FALSE,"BAJA"
"HNF1A",0.819450044454979,4.06985827074958,0,0.63543199201068,1,FALSE,FALSE,"BAJA"
"MIA2",1.14216115460989,3.34679378850583,0.24592801473082,0.403269326012934,1,FALSE,FALSE,"BAJA"
"FTCD",1.63695461264493,5.15581211282851,1.13714090566888,0.129001160817066,0.480222818690401,FALSE,FALSE,"BAJA"
"OTC",1.9284756682164,2.48348918128655,1.58085393904817,0.05841836800605,0.250285980904886,FALSE,FALSE,"BAJA"
"CRYAA",0.912868446571015,2.43272590063141,0,0.570403328460207,1,FALSE,FALSE,"BAJA"
"APOF",0.939201790344389,4.59692950765926,0,0.543055655201251,1,FALSE,FALSE,"BAJA"
"ADH1C",-0.1847425474348,5.91453662033678,0,0.937252226177469,1,FALSE,FALSE,"BAJA"
"ACSM5",0.0717492497718402,6.78776305937468,0,0.991820570657003,1,FALSE,FALSE,"BAJA"
"TRIM15",0.333749836305322,2.83353579068177,0,0.914035998546779,1,FALSE,FALSE,"BAJA"
"AMBP",2.16183026390085,5.83591445313309,1.66433551577573,0.0494790680340897,0.218380730820891,FALSE,FALSE,"BAJA"
"HPX",0.512818791190529,8.00145906508652,0,0.803316113745069,1,FALSE,FALSE,"BAJA"
"CYP2C8",0.279813252476633,5.71286579871545,0,0.916625747500204,1,FALSE,FALSE,"BAJA"
"SERPINF2",0.974674936432613,7.47593818616883,0,0.519910627721272,1,FALSE,FALSE,"BAJA"
"SERPINA11",1.18117254119204,4.04031325420436,0.247634732138371,0.404216854634346,1,FALSE,FALSE,"BAJA"
"HPR",-0.475311024696373,5.51108385256047,0,0.853888765921969,1,FALSE,FALSE,"BAJA"
"AKR1C4",-0.927100254408857,3.5159818515472,0,0.550692498084932,1,FALSE,FALSE,"BAJA"
"GMNC",0.210751460297463,3.06384688675278,0,0.941664822338281,1,FALSE,FALSE,"BAJA"
"C4BPB",0.244740947982263,6.22786789516785,0,0.921334955828546,1,FALSE,FALSE,"BAJA"
"CUX2",-0.995070291697372,5.18828183065126,0,0.503992741253726,1,FALSE,FALSE,"BAJA"
"CYP8B1",0.0973975732432937,6.66143868755406,0,0.9611639667338,1,FALSE,FALSE,"BAJA"
"PAQR9-AS1",0.579299065577255,2.56000765263689,0,0.803293627716824,1,FALSE,FALSE,"BAJA"
"GCKR",0.925024770925408,4.59513968289636,0,0.555501014139041,1,FALSE,FALSE,"BAJA"
"UGT1A7",0.421947976232075,2.89619965640689,0,0.848507980897504,1,FALSE,FALSE,"BAJA"
"UGT1A5",0.339823192489123,2.28574136584022,0,0.890551598146593,1,FALSE,FALSE,"BAJA"
"RPL7AP34",0.411663825350912,3.02081985937037,0,0.894403208900438,1,FALSE,FALSE,"BAJA"
"RP11-813N20.1",0.262390176344679,1.63749355169292,0,0.950256203306406,1,FALSE,FALSE,"BAJA"
"AADAC",-1.86606533946641,5.27433117471362,-1.26326541967475,0.104636058086238,0.404098933126408,FALSE,FALSE,"BAJA"
"KLKB1",0.200658207442345,5.20358522052716,0,0.955127585657813,1,FALSE,FALSE,"BAJA"
